Date,Address,Postcode,Price,Type,Ownership,NewBuild,SaleType
2023-02-03,"7 Hambleberry Court, Tilehurst",RG31 5HD,188000,Flat,"Leasehold",No,Standard
2023-02-03,"19 Sheppard Court, Tilehurst",RG31 5JF,230000,Flat,"Leasehold",No,Standard
2023-02-03,"36 Lamorna Crescent, Tilehurst",RG31 5WF,243000,Terraced,"Freehold",No,Standard
2023-01-31,"44 Warborough Avenue, Tilehurst",RG31 5LA,440000,Semi-detached,"Freehold",No,Standard
2023-01-30,"71 Little Heath Road, Tilehurst",RG31 5TY,492500,Semi-detached,"Freehold",No,Standard
2023-01-25,"60 City Road, Tilehurst",RG31 5HB,400000,Semi-detached,"Freehold",No,Standard
2023-01-20,"20 Trelawney Drive, Tilehurst",RG31 5WQ,430000,Semi-detached,"Freehold",No,Standard
2023-01-13,"Flat 5, Heathlea House, Little Heath Road, Tilehurst",RG31 5TZ,245000,Flat,"Leasehold",No,Standard
2023-01-12,"35 Warborough Avenue, Tilehurst",RG31 5LB,430000,Semi-detached,"Freehold",No,Standard
2023-01-04,"1 Foxcombe Drive, Tilehurst",RG31 5HT,500000,Detached,"Freehold",No,Standard
2022-12-19,"22 Suffolk Lodge, Pegasus Court, Tilehurst",RG31 5DB,165000,Flat,"Leasehold",No,Standard
2022-12-16,"67A Victoria Road, Tilehurst",RG31 5AB,350000,Detached,"Freehold",No,Standard
2022-12-16,"5 Mendip Drive, Tilehurst",RG31 5XX,359000,Terraced,"Freehold",No,Standard
2022-12-13,"36 York Lodge, Pegasus Court, Tilehurst",RG31 5DB,215000,Flat,"Leasehold",No,Standard
2022-12-05,"56 Compton Avenue, Tilehurst",RG31 5LH,485000,Terraced,"Freehold",No,Standard
2022-12-02,"14 Ashton Close, Tilehurst",RG31 5ED,235000,Flat,"Leasehold",No,Standard
2022-12-02,"157 Warborough Avenue, Tilehurst",RG31 5LX,410500,Semi-detached,"Freehold",No,Standard
2022-11-29,"123 Warborough Avenue, Tilehurst",RG31 5LG,502000,Semi-detached,"Freehold",No,Standard
2022-11-28,"19 Blewbury Drive, Tilehurst",RG31 5HJ,600000,Semi-detached,"Freehold",No,Standard
2022-11-25,"20 Park Lane, Tilehurst",RG31 5DN,548500,Detached,"Freehold",No,Standard
2022-11-18,"9 Foxcombe Drive, Tilehurst",RG31 5HT,410000,Semi-detached,"Freehold",No,Standard
2022-11-07,"2A Chapel Hill, Tilehurst",RG31 5DG,355000,Semi-detached,"Freehold",No,Standard
2022-11-04,"10 Victoria Road, Tilehurst",RG31 5AD,490000,Semi-detached,"Freehold",No,Standard
2022-10-31,"61 Park Lane, Tilehurst",RG31 5DP,610000,Detached,"Freehold",No,Standard
2022-10-31,"60 Chapel Hill, Tilehurst",RG31 5DQ,285000,Semi-detached,"Freehold",No,Standard
2022-10-31,"59 Warborough Avenue, Tilehurst",RG31 5LD,485000,Terraced,"Freehold",No,Standard
2022-10-28,"20 Ashbury Drive, Tilehurst",RG31 5LJ,530000,Semi-detached,"Freehold",No,Standard
2022-10-20,"5 Elizabeth Court, Tilehurst",RG31 5BW,210000,Flat,"Leasehold",No,Standard
2022-10-17,"2 Berkshire Drive, Tilehurst",RG31 5JJ,485000,Detached,"Freehold",No,Standard
2022-10-14,"82 Berkshire Lodge, Pegasus Court, Tilehurst",RG31 5DB,170000,Flat,"Leasehold",No,Standard
2022-10-14,"3 Eastbury Avenue, Tilehurst",RG31 5LP,433500,Semi-detached,"Freehold",No,Standard
2022-10-03,"43 Beverley Road, Tilehurst",RG31 5PT,450000,Terraced,"Freehold",No,Standard
2022-09-30,"167 Chapel Hill, Tilehurst",RG31 5DE,685000,Detached,"Freehold",No,Standard
2022-09-26,"12 Prince William Drive, Tilehurst",RG31 5WD,462500,Semi-detached,"Freehold",No,Standard
2022-09-23,"4 The Birchwoods, Tilehurst",RG31 5UH,800000,Detached,"Freehold",No,Non-standard
2022-09-16,"1 Albert Illsley Close, Tilehurst",RG31 5PJ,760000,Detached,"Freehold",No,Standard
2022-09-16,"5 The Birchwoods, Tilehurst",RG31 5UH,660000,Detached,"Freehold",No,Standard
2022-09-16,"91 Hildens Drive, Tilehurst",RG31 5JA,460000,Detached,"Freehold",No,Standard
2022-09-14,"Kiln Corner, Kiln Lane, Tilehurst",RG31 5UE,550000,Detached,"Freehold",No,Standard
2022-09-05,"5 Elmstone Drive, Tilehurst",RG31 5NS,455000,Semi-detached,"Freehold",No,Standard
2022-09-02,"3A Victoria Road, Tilehurst",RG31 5AA,545000,Semi-detached,"Freehold",No,Standard
2022-09-02,"19 Trelawney Drive, Tilehurst",RG31 5WQ,387500,Semi-detached,"Freehold",No,Standard
2022-08-30,"108C School Road, Tilehurst",RG31 5AX,260000,Flat,"Leasehold",No,Standard
2022-08-26,"17 Lovatt Close, Tilehurst",RG31 5HG,675000,Detached,"Freehold",No,Standard
2022-08-26,"17 Lovatt Close, Tilehurst",RG31 5HG,675000,Detached,"Freehold",No,Standard
2022-08-25,"58 Willow Cottages, Pegasus Court, Tilehurst",RG31 5DB,285000,Semi-detached,"Freehold",No,Standard
2022-08-22,"9 Five Acre, Tilehurst",RG31 5WH,425000,Semi-detached,"Freehold",No,Standard
2022-08-12,"7 Highbury Road, Tilehurst",RG31 5JL,345000,Terraced,"Freehold",No,Standard
2022-08-10,"71 Blewbury Drive, Tilehurst",RG31 5HJ,390000,Semi-detached,"Freehold",No,Standard
2022-08-05,"30 Crescent Road, Tilehurst",RG31 5AH,490000,Semi-detached,"Freehold",No,Standard
2022-08-05,"14 Elder Close, Tilehurst",RG31 5WG,402100,Terraced,"Freehold",No,Standard
2022-08-05,"8 The Fells, Tilehurst",RG31 5XY,325000,Semi-detached,"Freehold",No,Standard
2022-08-04,"15 Barton Road, Tilehurst",RG31 5NJ,427000,Semi-detached,"Freehold",No,Standard
2022-08-01,"25 Downing Road, Tilehurst",RG31 5BA,365000,Semi-detached,"Freehold",No,Standard
2022-08-01,"6 Filbert Drive, Tilehurst",RG31 5DZ,515000,Detached,"Freehold",No,Standard
2022-07-27,"8 Wootton Close, Tilehurst",RG31 5JE,525000,Semi-detached,"Freehold",No,Standard
2022-07-26,"95 Hildens Drive, Tilehurst",RG31 5JA,585000,Detached,"Freehold",No,Standard
2022-07-26,"13 Somerset Walk, Tilehurst",RG31 5NG,430000,Terraced,"Freehold",No,Standard
2022-07-26,"67 Little Heath Road, Tilehurst",RG31 5TY,620000,Detached,"Freehold",No,Standard
2022-07-01,"180 City Road, Tilehurst",RG31 5SD,475000,Detached,"Freehold",No,Standard
2022-07-01,"2 Blewbury Drive, Tilehurst",RG31 5HL,407500,Semi-detached,"Freehold",No,Standard
2022-07-01,"21 Somerset Walk, Tilehurst",RG31 5NG,345000,Terraced,"Freehold",No,Standard
2022-06-24,"39 Barton Road, Tilehurst",RG31 5NJ,415000,Semi-detached,"Freehold",No,Standard
2022-06-17,"32 Dunstall Close, Tilehurst",RG31 5AY,380000,Terraced,"Freehold",No,Standard
2022-06-17,"30 Foxcombe Drive, Tilehurst",RG31 5HS,396000,Semi-detached,"Freehold",No,Standard
2022-06-14,"7 Appleshaw Court, 2 School Road, Tilehurst",RG31 5AL,230000,Flat,"Leasehold",No,Standard
2022-06-10,"6 Brian Dowding Court, Tilehurst",RG31 5AQ,375000,Terraced,"Freehold",No,Standard
2022-06-10,"16 Hayfield Close, Tilehurst",RG31 5DA,500000,Detached,"Freehold",No,Standard
2022-06-07,"77 Park Lane, Tilehurst",RG31 5DP,600000,Semi-detached,"Freehold",No,Standard
2022-06-07,"6 Sheppard Court, Tilehurst",RG31 5JF,205000,Flat,"Leasehold",No,Standard
2022-05-26,"24 Trelawney Drive, Tilehurst",RG31 5WQ,570000,Detached,"Freehold",No,Standard
2022-05-25,"64 Lower Elmstone Drive, Tilehurst",RG31 5PA,235000,Flat,"Leasehold",No,Standard
2022-05-23,"12 Westwood Road, Tilehurst",RG31 5PW,300000,Semi-detached,"Freehold",No,Standard
2022-05-18,"65 Westwood Road, Tilehurst",RG31 5PN,850000,Detached,"Freehold",No,Standard
2022-05-16,"23 Downing Road, Tilehurst",RG31 5BA,348000,Terraced,"Freehold",No,Standard
2022-05-09,"105 School Road, Tilehurst",RG31 5BH,320000,Terraced,"Freehold",No,Non-standard
2022-05-06,"46 Warborough Avenue, Tilehurst",RG31 5LA,375000,Terraced,"Freehold",No,Standard
2022-05-06,"100 Warborough Avenue, Tilehurst",RG31 5LL,575000,Detached,"Freehold",No,Standard
2022-05-06,"7 Bracken Close, Tilehurst",RG31 5WA,410000,Semi-detached,"Freehold",No,Non-standard
2022-05-06,"13 Stratford Way, Tilehurst",RG31 5XT,322000,Terraced,"Freehold",No,Standard
2022-04-27,"40 Elmstone Drive, Tilehurst",RG31 5NU,495000,Semi-detached,"Freehold",No,Standard
2022-04-25,"98B School Road, Tilehurst",RG31 5AU,177000,Terraced,"Freehold",No,Standard
2022-04-22,"46 Lower Elmstone Drive, Tilehurst",RG31 5EB,217500,Flat,"Leasehold",No,Non-standard
2022-04-19,"5 Hildens Drive, Tilehurst",RG31 5HH,380000,Semi-detached,"Freehold",No,Standard
2022-04-16,"5 Sovereign Park, Tilehurst",RG31 5PD,715000,Detached,"Freehold",No,Standard
2022-04-08,"5 Little Heath Road, Tilehurst",RG31 5TY,577000,Detached,"Freehold",No,Standard
2022-04-07,"18 Laurel Drive, Tilehurst",RG31 5DY,560000,Detached,"Freehold",No,Standard
2022-03-30,"145 Warborough Avenue, Tilehurst",RG31 5LG,445000,Terraced,"Freehold",No,Standard
2022-03-21,"9 Elmstone Drive, Tilehurst",RG31 5NS,445000,Semi-detached,"Freehold",No,Standard
2022-03-18,"66 Longworth Avenue, Tilehurst",RG31 5JY,375000,Semi-detached,"Freehold",No,Standard
2022-03-18,"128D Westwood Road, Tilehurst",RG31 5PZ,630000,Detached,"Freehold",No,Standard
2022-03-11,"12 Sheraton Drive, Tilehurst",RG31 5UZ,352500,Detached,"Freehold",No,Standard
2022-03-11,"1 Collingwood Walk, Tilehurst",RG31 5NH,325000,Terraced,"Freehold",No,Standard
2022-03-04,"15 Ashbury Drive, Tilehurst",RG31 5LJ,367500,Semi-detached,"Freehold",No,Standard
2022-02-25,"61 Cumberland Lodge, Pegasus Court, Tilehurst",RG31 5DB,240000,Flat,"Leasehold",No,Standard
2022-02-25,"56 City Road, Tilehurst",RG31 5HB,440000,Semi-detached,"Freehold",No,Standard
2022-02-24,"42 Prince William Drive, Tilehurst",RG31 5WD,430000,Semi-detached,"Freehold",No,Standard
2022-02-04,"96 Westwood Road, Tilehurst",RG31 5PP,610000,Detached,"Freehold",No,Standard
2022-02-04,"31 Lamorna Crescent, Tilehurst",RG31 5WF,227500,Semi-detached,"Freehold",No,Standard
2022-02-04,"32 Ashbury Drive, Tilehurst",RG31 5LJ,445000,Semi-detached,"Freehold",No,Standard
2022-01-21,"32 Lamorna Crescent, Tilehurst",RG31 5WF,235000,Semi-detached,"Freehold",No,Standard
2022-01-14,"15 Park Lane, Tilehurst",RG31 5DJ,510000,Semi-detached,"Freehold",No,Standard
2022-01-10,"52 Westwood Road, Tilehurst",RG31 5PW,475000,Semi-detached,"Freehold",No,Standard
2022-01-07,"81 Berkshire Lodge, Pegasus Court, Tilehurst",RG31 5DB,170000,Flat,"Leasehold",No,Standard
2022-01-06,"17 Park Lane, Tilehurst",RG31 5DW,260000,Semi-detached,"Freehold",No,Standard
2022-01-05,"15 Collingwood Walk, Tilehurst",RG31 5NH,325000,Terraced,"Freehold",No,Standard
2021-12-17,"40B Westwood Road, Tilehurst",RG31 5PW,325000,Terraced,"Freehold",No,Standard
2021-12-10,"49 Warborough Avenue, Tilehurst",RG31 5LB,293250,Terraced,"Freehold",No,Standard
2021-12-08,"32 Foxcombe Drive, Tilehurst",RG31 5HS,370000,Semi-detached,"Freehold",No,Standard
2021-12-03,"27 Stoneham Park, Tilehurst",RG31 5BP,196389,Semi-detached,"Freehold",Yes,Non-standard
2021-12-03,"28 Stoneham Park, Tilehurst",RG31 5BP,196389,Semi-detached,"Freehold",Yes,Non-standard
2021-12-03,"29 Stoneham Park, Tilehurst",RG31 5BP,196389,Semi-detached,"Freehold",Yes,Non-standard
2021-12-03,"30 Stoneham Park, Tilehurst",RG31 5BP,196389,Semi-detached,"Freehold",Yes,Non-standard
2021-11-30,"3 Somerset Walk, Tilehurst",RG31 5NG,375000,Terraced,"Freehold",No,Standard
2021-11-24,"1 Gate Lodge, Pegasus Court, Tilehurst",RG31 5DB,217000,Flat,"Leasehold",No,Standard
2021-11-15,"73 Cumberland Lodge, Pegasus Court, Tilehurst",RG31 5DB,270000,Flat,"Leasehold",No,Standard
2021-10-27,"9 Brian Dowding Court, Tilehurst",RG31 5AQ,210000,Flat,"Leasehold",No,Standard
2021-10-22,"7 Fern Glen, Tilehurst",RG31 5NL,435000,Detached,"Freehold",No,Standard
2021-10-18,"65 Park Lane, Tilehurst",RG31 5DP,435000,Other,"Freehold",No,Non-standard
2021-10-15,"42 Sheppard Court, Tilehurst",RG31 5JF,185000,Flat,"Leasehold",No,Standard
2021-10-07,"39 Compton Avenue, Tilehurst",RG31 5LH,420000,Semi-detached,"Freehold",No,Standard
2021-10-06,"4 Stoneham Park, Tilehurst",RG31 5BP,615000,Semi-detached,"Freehold",Yes,Standard
2021-09-30,"52 School Road, Tilehurst",RG31 5AN,665000,Other,"Freehold",No,Non-standard
2021-09-30,"22 Ashbury Drive, Tilehurst",RG31 5LJ,480000,Semi-detached,"Freehold",No,Standard
2021-09-30,"44 Barton Road, Tilehurst",RG31 5NJ,310000,Semi-detached,"Freehold",No,Standard
2021-09-29,"51 Buckingham Terrace, Pegasus Court, Tilehurst",RG31 5DB,239950,Flat,"Leasehold",No,Standard
2021-09-29,"39 Sheppard Court, Tilehurst",RG31 5JF,200000,Flat,"Leasehold",No,Standard
2021-09-24,"29 Crescent Road, Tilehurst",RG31 5AH,460000,Semi-detached,"Freehold",No,Standard
2021-09-24,"8 Ashbury Drive, Tilehurst",RG31 5LJ,360000,Semi-detached,"Freehold",No,Standard
2021-09-24,"14 The Fells, Tilehurst",RG31 5XY,320000,Semi-detached,"Freehold",No,Standard
2021-09-15,"69 Blewbury Drive, Tilehurst",RG31 5HJ,445000,Terraced,"Freehold",No,Standard
2021-09-14,"11 Rutherford Walk, Tilehurst",RG31 5ND,344000,Semi-detached,"Freehold",No,Standard
2021-09-10,"Flat 2, 8 - 10 School Road, Tilehurst",RG31 5AL,200000,Flat,"Leasehold",No,Standard
2021-09-10,"3 The Ridings, Tilehurst",RG31 5BF,490000,Semi-detached,"Freehold",No,Standard
2021-09-09,"5 Foxcombe Drive, Tilehurst",RG31 5HT,390000,Detached,"Freehold",No,Standard
2021-09-03,"6 Elmstone Drive, Tilehurst",RG31 5NU,470000,Semi-detached,"Freehold",No,Standard
2021-08-27,"11 Heathway, Tilehurst",RG31 5AP,430000,Detached,"Freehold",No,Standard
2021-08-27,"98A School Road, Tilehurst",RG31 5AU,159000,Flat,"Leasehold",No,Standard
2021-08-27,"2 Stoneham Park, Tilehurst",RG31 5BP,625000,Detached,"Freehold",Yes,Standard
2021-08-27,"5 Stoneham Park, Tilehurst",RG31 5BP,510000,Semi-detached,"Freehold",Yes,Standard
2021-08-27,"6 Enborne Close, Tilehurst",RG31 5JG,310000,Terraced,"Freehold",No,Standard
2021-08-25,"31 Compton Avenue, Tilehurst",RG31 5LH,356000,Terraced,"Freehold",No,Standard
2021-08-25,"36 Avington Close, Tilehurst",RG31 5LW,400000,Semi-detached,"Freehold",No,Standard
2021-08-25,"17 Thistledown, Tilehurst",RG31 5WE,370000,Semi-detached,"Freehold",No,Standard
2021-08-23,"4 Arundel Lodge, Pegasus Court, Tilehurst",RG31 5DB,151000,Flat,"Leasehold",No,Standard
2021-08-20,"25 Victoria Road, Tilehurst",RG31 5AB,385000,Semi-detached,"Freehold",No,Non-standard
2021-08-18,"72 Lower Elmstone Drive, Tilehurst",RG31 5PA,219000,Flat,"Leasehold",No,Standard
2021-08-17,"14 Lovatt Close, Tilehurst",RG31 5HG,540000,Detached,"Freehold",No,Standard
2021-08-10,"5 Beechwood Avenue, Tilehurst",RG31 5BJ,475000,Semi-detached,"Freehold",No,Standard
2021-08-04,"2 The Ridings, Tilehurst",RG31 5BF,490000,Semi-detached,"Freehold",No,Standard
2021-08-04,"74 Lower Elmstone Drive, Tilehurst",RG31 5PA,225000,Flat,"Leasehold",No,Standard
2021-07-30,"129 Warborough Avenue, Tilehurst",RG31 5LG,510000,Semi-detached,"Freehold",No,Standard
2021-07-29,"41 Lamorna Crescent, Tilehurst",RG31 5WF,210000,Terraced,"Freehold",No,Standard
2021-07-14,"16 Stoneham Park, Tilehurst",RG31 5BP,222005,Semi-detached,"Freehold",Yes,Non-standard
2021-07-14,"12 Stoneham Park, Tilehurst",RG31 5BP,222005,Semi-detached,"Freehold",Yes,Non-standard
2021-07-14,"7 Stoneham Park, Tilehurst",RG31 5BP,219159,Semi-detached,"Freehold",Yes,Non-standard
2021-07-14,"6 Stoneham Park, Tilehurst",RG31 5BP,219159,Semi-detached,"Freehold",Yes,Non-standard
2021-07-14,"15 Stoneham Park, Tilehurst",RG31 5BP,222005,Semi-detached,"Freehold",Yes,Non-standard
2021-07-14,"14 Stoneham Park, Tilehurst",RG31 5BP,222005,Semi-detached,"Freehold",Yes,Non-standard
2021-07-06,"108A School Road, Tilehurst",RG31 5AX,237000,Flat,"Leasehold",No,Standard
2021-06-29,"1 Downing Road, Tilehurst",RG31 5BA,293000,Terraced,"Freehold",No,Standard
2021-06-29,"26 Stoneham Park, Tilehurst",RG31 5BP,615000,Detached,"Freehold",Yes,Standard
2021-06-29,"9 Stoneham Park, Tilehurst",RG31 5BP,495000,Semi-detached,"Freehold",Yes,Standard
2021-06-29,"32 Sheppard Court, Tilehurst",RG31 5JF,135000,Flat,"Leasehold",No,Standard
2021-06-28,"9 Longworth Avenue, Tilehurst",RG31 5JU,475000,Semi-detached,"Freehold",No,Standard
2021-06-25,"8 Stoneham Park, Tilehurst",RG31 5BP,495000,Semi-detached,"Freehold",Yes,Standard
2021-06-25,"111 Little Heath Road, Tilehurst",RG31 5TQ,420000,Detached,"Freehold",No,Standard
2021-06-25,"14 Stratford Way, Tilehurst",RG31 5XT,415000,Semi-detached,"Freehold",No,Standard
2021-06-23,"Flat 4, 47 Little Heath Road, Tilehurst",RG31 5TY,247000,Flat,"Leasehold",No,Standard
2021-06-23,"46 York Lodge, Pegasus Court, Tilehurst",RG31 5DB,280000,Flat,"Leasehold",No,Standard
2021-06-18,"120 Chapel Hill, Tilehurst",RG31 5DH,700000,Detached,"Freehold",No,Standard
2021-06-18,"57 Longworth Avenue, Tilehurst",RG31 5JU,455000,Terraced,"Freehold",No,Standard
2021-06-15,"40 Clements Mead, Tilehurst",RG31 5UJ,400000,Semi-detached,"Freehold",No,Standard
2021-06-14,"42 Hildens Drive, Tilehurst",RG31 5HU,385000,Semi-detached,"Freehold",No,Standard
2021-06-11,"31 York Lodge, Pegasus Court, Tilehurst",RG31 5DB,180000,Flat,"Leasehold",No,Standard
2021-06-11,"67 Park Lane, Tilehurst",RG31 5DP,540000,Detached,"Freehold",No,Standard
2021-06-08,"107 Warborough Avenue, Tilehurst",RG31 5LF,390000,Terraced,"Freehold",No,Standard
2021-06-08,"59 Lower Elmstone Drive, Tilehurst",RG31 5PA,225000,Flat,"Leasehold",No,Standard
2021-06-04,"4 Beverley Road, Tilehurst",RG31 5PT,390000,Terraced,"Freehold",No,Standard
2021-05-27,"4 Five Acre, Tilehurst",RG31 5WH,358000,Semi-detached,"Freehold",No,Standard
2021-05-27,"44 York Lodge, Pegasus Court, Tilehurst",RG31 5DB,290000,Detached,"Leasehold",No,Standard
2021-05-24,"4 Ashton Close, Tilehurst",RG31 5ED,171000,Flat,"Leasehold",No,Standard
2021-05-21,"17 Stoneham Park, Tilehurst",RG31 5BP,495000,Detached,"Freehold",Yes,Standard
2021-05-21,"53 Hildens Drive, Tilehurst",RG31 5HY,417500,Semi-detached,"Freehold",No,Standard
2021-05-21,"14 Barton Road, Tilehurst",RG31 5NJ,383500,Semi-detached,"Freehold",No,Standard
2021-05-20,"6 Thistledown, Tilehurst",RG31 5WE,330000,Semi-detached,"Freehold",No,Standard
2021-05-14,"4 Brian Dowding Court, Tilehurst",RG31 5AQ,210000,Flat,"Leasehold",No,Standard
2021-05-14,"16 Downing Road, Tilehurst",RG31 5BB,290000,Terraced,"Freehold",No,Standard
2021-04-28,"37 Lambourne Close, Tilehurst",RG31 5BE,345000,Semi-detached,"Freehold",No,Standard
2021-04-28,"85 Hildens Drive, Tilehurst",RG31 5JA,385000,Semi-detached,"Freehold",No,Standard
2021-04-20,"4 Lovatt Close, Tilehurst",RG31 5HG,295000,Terraced,"Freehold",No,Standard
2021-04-08,"28 Warborough Avenue, Tilehurst",RG31 5LA,355000,Semi-detached,"Freehold",No,Standard
2021-04-01,"13 Ashbury Drive, Tilehurst",RG31 5LJ,340000,Semi-detached,"Freehold",No,Standard
2021-03-31,"15 Eastbury Avenue, Tilehurst",RG31 5LP,383000,Detached,"Freehold",No,Standard
2021-03-31,"26 Clements Mead, Tilehurst",RG31 5UJ,415000,Detached,"Freehold",No,Standard
2021-03-26,"7 Chapel Hill, Tilehurst",RG31 5BT,265000,Terraced,"Freehold",No,Standard
2021-03-26,"68 Foxcombe Drive, Tilehurst",RG31 5HS,365000,Semi-detached,"Freehold",No,Standard
2021-03-23,"4 Trelawney Drive, Tilehurst",RG31 5WQ,359500,Semi-detached,"Freehold",No,Standard
2021-03-22,"15 Downing Road, Tilehurst",RG31 5BA,295000,Terraced,"Freehold",No,Standard
