Date,Address,Postcode,Price,Type,Ownership,NewBuild,SaleType
2014-05-09,"25 Collingwood Walk, Tilehurst",RG31 5NH,215000,Terraced,"Freehold",No,Standard
2014-05-09,"22 Meadowside, Tilehurst",RG31 5QE,470000,Detached,"Freehold",No,Standard
2014-05-02,"14 Heathway, Tilehurst",RG31 5AP,382500,Detached,"Freehold",No,Standard
2014-05-01,"30 Longworth Avenue, Tilehurst",RG31 5JY,289950,Semi-detached,"Freehold",No,Standard
2014-04-15,"9 Elmstone Drive, Tilehurst",RG31 5NS,295000,Semi-detached,"Freehold",No,Standard
2014-04-11,"7 Heathway, Tilehurst",RG31 5AP,415000,Detached,"Freehold",No,Standard
2014-04-11,"10 Lambourne Close, Tilehurst",RG31 5BE,290000,Terraced,"Freehold",No,Standard
2014-04-09,"7 Clay Close, Tilehurst",RG31 5QB,345000,Detached,"Freehold",No,Standard
2014-04-04,"32 Beverley Road, Tilehurst",RG31 5PT,145000,Flat,"Leasehold",No,Standard
2014-03-28,"38 York Lodge, Pegasus Court, Tilehurst",RG31 5DB,185000,Flat,"Leasehold",No,Standard
2014-03-28,"29 Blewbury Drive, Tilehurst",RG31 5HJ,279950,Terraced,"Freehold",No,Standard
2014-03-28,"2 Ashbury Drive, Tilehurst",RG31 5LJ,294000,Semi-detached,"Freehold",No,Standard
2014-03-27,"78 Berkshire Lodge, Pegasus Court, Tilehurst",RG31 5DB,157500,Flat,"Leasehold",No,Standard
2014-03-27,"39 Foxcombe Drive, Tilehurst",RG31 5HT,330000,Semi-detached,"Freehold",No,Standard
2014-03-27,"53 Lamorna Crescent, Tilehurst",RG31 5WF,327000,Semi-detached,"Freehold",No,Standard
2014-03-25,"7 Thistledown, Tilehurst",RG31 5WE,265000,Semi-detached,"Freehold",No,Standard
2014-03-25,"1 Bungalow Drive, Tilehurst",RG31 5AZ,220000,Semi-detached,"Freehold",No,Standard
2014-03-21,"52 Beverley Road, Tilehurst",RG31 5PT,256950,Semi-detached,"Freehold",No,Standard
2014-03-21,"18 Westwood Road, Tilehurst",RG31 5PW,340000,Semi-detached,"Freehold",No,Standard
2014-03-21,"126 Westwood Road, Tilehurst",RG31 5PZ,475000,Detached,"Freehold",No,Standard
2014-03-20,"8A Victoria Road, Tilehurst",RG31 5AD,477000,Detached,"Freehold",No,Standard
2014-03-11,"25 York Lodge, Pegasus Court, Tilehurst",RG31 5DB,225000,Flat,"Leasehold",No,Standard
2014-03-11,"128D Westwood Road, Tilehurst",RG31 5PZ,380000,Detached,"Freehold",No,Standard
2014-03-07,"10 Downing Road, Tilehurst",RG31 5BB,202500,Terraced,"Freehold",No,Standard
2014-02-25,"Flat 8, Westleigh House, Little Heath Road, Tilehurst",RG31 5UA,165000,Flat,"Leasehold",No,Standard
2014-02-20,"29 Lamorna Crescent, Tilehurst",RG31 5WF,172500,Terraced,"Freehold",No,Standard
2014-02-20,"109 Warborough Avenue, Tilehurst",RG31 5LF,235000,Semi-detached,"Freehold",No,Standard
2014-02-14,"17 The Birchwoods, Tilehurst",RG31 5UH,480000,Detached,"Freehold",No,Standard
2014-02-10,"Brambleway, Kiln Lane, Tilehurst",RG31 5UE,167500,Detached,"Freehold",No,Standard
2014-02-07,"26 Sheppard Court, Tilehurst",RG31 5JF,147500,Flat,"Leasehold",No,Standard
2014-02-06,"30 Wittenham Avenue, Tilehurst",RG31 5LN,250000,Semi-detached,"Freehold",No,Non-standard
2014-01-31,"27 Highbury Road, Tilehurst",RG31 5JL,275000,Semi-detached,"Freehold",No,Standard
2014-01-31,"25 Compton Avenue, Tilehurst",RG31 5LH,360000,Semi-detached,"Freehold",No,Standard
2014-01-31,"97 Little Heath Road, Tilehurst",RG31 5TQ,318000,Detached,"Freehold",No,Standard
2014-01-28,"48A Barton Road, Tilehurst",RG31 5NJ,284950,Terraced,"Freehold",No,Standard
2014-01-27,"84 Berkshire Lodge, Pegasus Court, Tilehurst",RG31 5DB,176000,Flat,"Leasehold",No,Standard
2014-01-24,"17 Berkshire Drive, Tilehurst",RG31 5JJ,345000,Detached,"Freehold",No,Standard
2014-01-24,"43 Lamorna Crescent, Tilehurst",RG31 5WF,166500,Terraced,"Freehold",No,Standard
2014-01-10,"4 Snowden Drive, Tilehurst",RG31 5XU,249950,Terraced,"Freehold",No,Standard
2014-01-08,"49 Warborough Avenue, Tilehurst",RG31 5LB,185000,Terraced,"Freehold",No,Standard
2013-12-20,"87 Lower Elmstone Drive, Tilehurst",RG31 5PA,135500,Flat,"Leasehold",No,Standard
2013-12-20,"27 Beverley Road, Tilehurst",RG31 5PT,261000,Semi-detached,"Freehold",No,Standard
2013-12-18,"20 Blewbury Drive, Tilehurst",RG31 5HL,246000,Semi-detached,"Freehold",No,Standard
2013-12-18,"42 Longworth Avenue, Tilehurst",RG31 5JY,325000,Semi-detached,"Freehold",No,Standard
2013-12-06,"18 Sheppard Court, Tilehurst",RG31 5JF,139950,Flat,"Leasehold",No,Standard
2013-12-05,"41 Lamorna Crescent, Tilehurst",RG31 5WF,149000,Terraced,"Freehold",No,Standard
2013-11-29,"108C School Road, Tilehurst",RG31 5AX,159950,Flat,"Leasehold",No,Standard
2013-11-27,"144A Chapel Hill, Tilehurst",RG31 5DF,350000,Detached,"Freehold",No,Standard
2013-11-27,"74 Chapel Hill, Tilehurst",RG31 5DQ,307000,Detached,"Freehold",No,Standard
2013-11-22,"32 Ashbury Drive, Tilehurst",RG31 5LJ,315000,Semi-detached,"Freehold",No,Standard
2013-11-22,"12 Uffington Close, Tilehurst",RG31 5LY,292000,Semi-detached,"Freehold",No,Standard
2013-11-22,"Flat 5, Heathlea House, Little Heath Road, Tilehurst",RG31 5TZ,174950,Flat,"Leasehold",No,Standard
2013-11-22,"1 Sheraton Drive, Tilehurst",RG31 5UZ,250000,Detached,"Freehold",No,Standard
2013-11-15,"8 Cromer Close, Tilehurst",RG31 5NR,250000,Semi-detached,"Freehold",No,Standard
2013-11-14,"58A School Road, Tilehurst",RG31 5AN,219000,Terraced,"Freehold",No,Standard
2013-11-12,"29 Longworth Avenue, Tilehurst",RG31 5JU,330000,Terraced,"Freehold",No,Standard
2013-11-08,"5 The Birchwoods, Tilehurst",RG31 5UH,495000,Detached,"Freehold",No,Standard
2013-11-08,"51 Prince William Drive, Tilehurst",RG31 5WD,250000,Semi-detached,"Freehold",No,Standard
2013-11-07,"16 Lamorna Crescent, Tilehurst",RG31 5WF,275000,Detached,"Freehold",No,Standard
2013-11-04,"19 Oakwood Cottages, Pegasus Court, Tilehurst",RG31 5DB,224950,Terraced,"Freehold",No,Standard
2013-11-01,"61 Westwood Road, Tilehurst",RG31 5PN,345000,Detached,"Freehold",No,Standard
2013-11-01,"164 City Road, Tilehurst",RG31 5SD,285000,Terraced,"Freehold",No,Standard
2013-10-25,"7 Ashbury Drive, Tilehurst",RG31 5LJ,185000,Detached,"Freehold",No,Standard
2013-10-23,"28 Lower Elmstone Drive, Tilehurst",RG31 5EB,398000,Detached,"Freehold",Yes,Standard
2013-10-21,"26A Lower Elmstone Drive, Tilehurst",RG31 5EB,410000,Detached,"Freehold",No,Standard
2013-10-18,"7 Sheraton Drive, Tilehurst",RG31 5UZ,300000,Detached,"Freehold",No,Standard
2013-10-11,"5 Prince William Drive, Tilehurst",RG31 5WD,320000,Detached,"Freehold",No,Standard
2013-10-11,"17 Elder Close, Tilehurst",RG31 5WG,225000,Terraced,"Freehold",No,Standard
2013-10-11,"75 Park Lane, Tilehurst",RG31 5DP,235000,Semi-detached,"Freehold",No,Standard
2013-10-11,"1 Cromer Close, Tilehurst",RG31 5NR,405000,Detached,"Freehold",No,Standard
2013-10-03,"5 Lamorna Crescent, Tilehurst",RG31 5WF,262000,Semi-detached,"Freehold",No,Standard
2013-10-03,"22 Trelawney Drive, Tilehurst",RG31 5WQ,330000,Terraced,"Freehold",No,Standard
2013-09-30,"2 Thistledown, Tilehurst",RG31 5WE,238000,Semi-detached,"Freehold",No,Standard
2013-09-30,"1A Victoria Road, Tilehurst",RG31 5AA,294250,Semi-detached,"Freehold",No,Standard
2013-09-26,"26 Lower Elmstone Drive, Tilehurst",RG31 5EB,410000,Detached,"Freehold",Yes,Standard
2013-09-24,"29 Foxcombe Drive, Tilehurst",RG31 5HT,220000,Semi-detached,"Freehold",No,Standard
2013-09-20,"18 Downing Road, Tilehurst",RG31 5BB,189450,Terraced,"Freehold",No,Standard
2013-09-13,"20 Little Oaks Drive, Tilehurst",RG31 5EG,224950,Semi-detached,"Freehold",No,Standard
2013-09-11,"52 Buckingham Terrace, Pegasus Court, Tilehurst",RG31 5DB,249950,Terraced,"Freehold",No,Standard
2013-09-11,"23 Beverley Road, Tilehurst",RG31 5PT,300000,Semi-detached,"Freehold",No,Standard
2013-09-09,"34 Barton Road, Tilehurst",RG31 5NJ,296500,Terraced,"Freehold",No,Standard
2013-08-23,"3 Elder Close, Tilehurst",RG31 5WG,230000,Terraced,"Freehold",No,Standard
2013-08-16,"40C Westwood Road, Tilehurst",RG31 5PW,233000,Terraced,"Freehold",No,Standard
2013-08-13,"126 Warborough Avenue, Tilehurst",RG31 5NA,320000,Semi-detached,"Freehold",No,Standard
2013-08-09,"5 Holford Close, Tilehurst",RG31 5PB,300000,Detached,"Freehold",No,Standard
2013-08-02,"11 Downing Road, Tilehurst",RG31 5BA,200000,Terraced,"Freehold",No,Standard
2013-08-02,"11 Arundel Lodge, Pegasus Court, Tilehurst",RG31 5DB,161000,Flat,"Leasehold",No,Standard
2013-08-02,"145 Warborough Avenue, Tilehurst",RG31 5LG,272000,Terraced,"Freehold",No,Standard
2013-07-26,"59 Willow Cottages, Pegasus Court, Tilehurst",RG31 5DB,200000,Semi-detached,"Freehold",No,Standard
2013-07-26,"6 Enborne Close, Tilehurst",RG31 5JG,200000,Terraced,"Freehold",No,Standard
2013-07-26,"27 Sheraton Drive, Tilehurst",RG31 5UZ,275000,Detached,"Freehold",No,Standard
2013-07-24,"45 Hildens Drive, Tilehurst",RG31 5HY,225000,Semi-detached,"Freehold",No,Standard
2013-07-23,"157 Chapel Hill, Tilehurst",RG31 5DE,417000,Detached,"Freehold",No,Standard
2013-07-17,"12 Arundel Lodge, Pegasus Court, Tilehurst",RG31 5DB,179950,Flat,"Leasehold",No,Standard
2013-07-17,"126A Westwood Road, Tilehurst",RG31 5PZ,475000,Detached,"Freehold",No,Standard
2013-07-12,"26 Crescent Road, Tilehurst",RG31 5AH,387500,Semi-detached,"Freehold",No,Standard
2013-07-12,"10 Cromer Close, Tilehurst",RG31 5NR,390000,Detached,"Freehold",No,Standard
2013-07-10,"Flat 1B, 29 - 35 School Road, Tilehurst",RG31 5AR,122000,Flat,"Leasehold",No,Standard
2013-07-05,"1 Downing Road, Tilehurst",RG31 5BA,195000,Terraced,"Freehold",No,Standard
2013-07-02,"54 City Road, Tilehurst",RG31 5HB,229950,Semi-detached,"Freehold",No,Standard
2013-06-24,"2 Downing Road, Tilehurst",RG31 5BB,204950,Terraced,"Freehold",No,Standard
2013-06-21,"24 Victoria Road, Tilehurst",RG31 5AD,370000,Semi-detached,"Freehold",No,Standard
2013-06-21,"15 Chieveley Close, Tilehurst",RG31 5JD,229000,Semi-detached,"Freehold",No,Standard
2013-06-14,"15B Lovatt Close, Tilehurst",RG31 5HG,550000,Detached,"Freehold",No,Standard
2013-06-07,"23 Elmstone Drive, Tilehurst",RG31 5NS,246000,Semi-detached,"Freehold",No,Standard
2013-05-30,"61 Cumberland Lodge, Pegasus Court, Tilehurst",RG31 5DB,180000,Flat,"Leasehold",No,Standard
2013-05-30,"2 Lovatt Close, Tilehurst",RG31 5HG,347000,Semi-detached,"Freehold",No,Standard
2013-05-30,"16 Ashbury Drive, Tilehurst",RG31 5LJ,304000,Semi-detached,"Freehold",No,Standard
2013-05-29,"11 Ashbury Drive, Tilehurst",RG31 5LJ,228000,Semi-detached,"Freehold",No,Standard
2013-05-24,"22 Barton Road, Tilehurst",RG31 5NJ,247500,Semi-detached,"Freehold",No,Standard
2013-05-23,"51 Lamorna Crescent, Tilehurst",RG31 5WF,255000,Semi-detached,"Freehold",No,Standard
2013-05-23,"15 Stratford Way, Tilehurst",RG31 5XT,325000,Terraced,"Freehold",No,Standard
2013-05-17,"Jesmond Dene, 67 Westwood Road, Tilehurst",RG31 5PN,475000,Detached,"Freehold",No,Standard
2013-05-02,"101 Little Heath Road, Tilehurst",RG31 5TQ,300000,Detached,"Freehold",No,Standard
2013-05-02,"57 Westwood Glen, Tilehurst",RG31 5NW,475000,Detached,"Freehold",No,Standard
2013-04-26,"25 Warborough Avenue, Tilehurst",RG31 5LB,220000,Semi-detached,"Freehold",No,Standard
2013-04-24,"20 Foxcombe Drive, Tilehurst",RG31 5HS,232500,Semi-detached,"Freehold",No,Standard
2013-04-12,"38 Ashbury Drive, Tilehurst",RG31 5LJ,215000,Semi-detached,"Freehold",No,Standard
2013-04-12,"12 The Fells, Tilehurst",RG31 5XY,197000,Semi-detached,"Freehold",No,Standard
2013-04-11,"6 Elmstone Drive, Tilehurst",RG31 5NU,235000,Semi-detached,"Freehold",No,Standard
2013-03-28,"9 Sheppard Court, Tilehurst",RG31 5JF,148000,Flat,"Leasehold",No,Standard
2013-03-15,"99 Warborough Avenue, Tilehurst",RG31 5LF,265000,Semi-detached,"Freehold",No,Standard
2013-03-15,"176 City Road, Tilehurst",RG31 5SD,150000,Semi-detached,"Freehold",No,Standard
2013-03-14,"94 Westwood Road, Tilehurst",RG31 5PP,485000,Detached,"Freehold",No,Standard
2013-03-14,"45 Lower Elmstone Drive, Tilehurst",RG31 5EB,260000,Detached,"Freehold",No,Standard
2013-03-07,"36 Avington Close, Tilehurst",RG31 5LW,220000,Semi-detached,"Freehold",No,Standard
2013-03-01,"7 Wiltshire Walk, Tilehurst",RG31 5NF,215000,Terraced,"Freehold",No,Standard
2013-03-01,"8 Hazelwood Close, Tilehurst",RG31 5NX,290000,Semi-detached,"Freehold",No,Standard
2013-02-28,"79 Westwood Road, Tilehurst",RG31 5PX,374950,Detached,"Freehold",No,Standard
2013-02-27,"20 Elder Close, Tilehurst",RG31 5WG,202300,Terraced,"Freehold",No,Standard
2013-02-22,"18 The Birchwoods, Tilehurst",RG31 5UH,347500,Detached,"Freehold",No,Standard
2013-02-22,"4 Five Acre, Tilehurst",RG31 5WH,250000,Semi-detached,"Freehold",No,Standard
2013-02-22,"16 Downing Road, Tilehurst",RG31 5BB,180000,Terraced,"Freehold",No,Standard
2013-02-12,"79 Berkshire Lodge, Pegasus Court, Tilehurst",RG31 5DB,180000,Flat,"Leasehold",No,Standard
2013-02-01,"35 Dunstall Close, Tilehurst",RG31 5AY,209000,Terraced,"Freehold",No,Standard
2013-02-01,"8 Downing Road, Tilehurst",RG31 5BB,160000,Terraced,"Freehold",No,Standard
2013-02-01,"27 Lower Elmstone Drive, Tilehurst",RG31 5EB,324950,Detached,"Freehold",No,Standard
2013-01-31,"32 Highbury Road, Tilehurst",RG31 5JL,235000,Semi-detached,"Freehold",No,Standard
2013-01-25,"4 Downing Road, Tilehurst",RG31 5BB,187000,Terraced,"Freehold",No,Standard
2013-01-25,"30B Chapel Hill, Tilehurst",RG31 5DG,245000,Detached,"Freehold",No,Standard
2013-01-25,"27 Lamorna Crescent, Tilehurst",RG31 5WF,164000,Terraced,"Freehold",No,Standard
2013-01-22,"28 York Lodge, Pegasus Court, Tilehurst",RG31 5DB,170000,Flat,"Leasehold",No,Standard
2013-01-07,"1 Hambleberry Court, Tilehurst",RG31 5HD,162000,Flat,"Leasehold",No,Standard
2013-01-04,"70 Westwood Road, Tilehurst",RG31 5PP,413000,Detached,"Freehold",No,Standard
2012-12-20,"12 Beverley Road, Tilehurst",RG31 5PT,295000,Semi-detached,"Freehold",No,Standard
2012-12-18,"28 Foxcombe Drive, Tilehurst",RG31 5HS,249950,Semi-detached,"Freehold",No,Standard
2012-12-18,"4 Enborne Close, Tilehurst",RG31 5JG,197000,Terraced,"Freehold",No,Standard
2012-12-14,"103 Warborough Avenue, Tilehurst",RG31 5LF,218000,Semi-detached,"Freehold",No,Standard
2012-12-14,"3 The Birchwoods, Tilehurst",RG31 5UH,450000,Detached,"Freehold",No,Standard
2012-12-14,"14 Elder Close, Tilehurst",RG31 5WG,235000,Terraced,"Freehold",No,Standard
2012-12-07,"62 Dunstall Close, Tilehurst",RG31 5AY,264600,Semi-detached,"Freehold",No,Standard
2012-12-07,"4 Cromer Close, Tilehurst",RG31 5NR,100000,Semi-detached,"Freehold",No,Standard
2012-11-30,"8 Hambleberry Court, Tilehurst",RG31 5HD,124999,Flat,"Leasehold",No,Standard
2012-11-30,"38 Highbury Road, Tilehurst",RG31 5JL,285000,Semi-detached,"Freehold",No,Standard
2012-11-19,"36 Hildens Drive, Tilehurst",RG31 5HU,329950,Terraced,"Freehold",No,Standard
2012-11-02,"60 School Road, Tilehurst",RG31 5AN,218000,Terraced,"Freehold",No,Standard
2012-11-02,"74 Lower Elmstone Drive, Tilehurst",RG31 5PA,152000,Flat,"Leasehold",No,Standard
2012-10-26,"45 Foxcombe Drive, Tilehurst",RG31 5HT,250000,Semi-detached,"Freehold",No,Standard
2012-10-26,"59 Longworth Avenue, Tilehurst",RG31 5JU,225000,Semi-detached,"Freehold",No,Standard
2012-10-12,"43A School Road, Tilehurst",RG31 5AS,207000,Terraced,"Freehold",No,Standard
2012-10-12,"3 Avington Close, Tilehurst",RG31 5LW,214000,Terraced,"Freehold",No,Standard
2012-10-12,"1 Ivybank, Tilehurst",RG31 5WB,315000,Detached,"Freehold",No,Standard
2012-10-12,"1 Trelawney Drive, Tilehurst",RG31 5WQ,222500,Terraced,"Freehold",No,Standard
2012-10-10,"4 Hildens Drive, Tilehurst",RG31 5HN,247000,Semi-detached,"Freehold",No,Standard
2012-10-05,"42 Compton Avenue, Tilehurst",RG31 5LH,299950,Terraced,"Freehold",No,Standard
2012-09-25,"11 Prince William Drive, Tilehurst",RG31 5WD,265000,Detached,"Freehold",No,Standard
2012-09-20,"24 Crescent Road, Tilehurst",RG31 5AH,295000,Semi-detached,"Freehold",No,Standard
2012-09-19,"30 Sheppard Court, Tilehurst",RG31 5JF,162000,Flat,"Leasehold",No,Standard
2012-09-14,"3 Loader Close, Tilehurst",RG31 5BR,222000,Terraced,"Freehold",Yes,Standard
2012-09-14,"104 Warborough Avenue, Tilehurst",RG31 5LL,222500,Semi-detached,"Freehold",No,Standard
2012-09-14,"69 Little Heath Road, Tilehurst",RG31 5TY,304950,Semi-detached,"Freehold",No,Standard
2012-09-13,"1 Eastbury Avenue, Tilehurst",RG31 5LP,300000,Semi-detached,"Freehold",No,Standard
2012-09-07,"91 Chapel Hill, Tilehurst",RG31 5BX,480000,Detached,"Freehold",No,Standard
2012-09-07,"58 Foxcombe Drive, Tilehurst",RG31 5HS,249950,Terraced,"Freehold",No,Standard
2012-09-07,"22 Warborough Avenue, Tilehurst",RG31 5LA,237500,Semi-detached,"Freehold",No,Standard
2012-09-07,"34 Clements Mead, Tilehurst",RG31 5UJ,278000,Detached,"Freehold",No,Standard
2012-08-31,"43 Lower Elmstone Drive, Tilehurst",RG31 5EB,275000,Detached,"Freehold",No,Standard
2012-08-31,"66 Blewbury Drive, Tilehurst",RG31 5HL,338000,Semi-detached,"Freehold",No,Standard
2012-08-31,"5 Avington Close, Tilehurst",RG31 5LW,205000,Terraced,"Freehold",No,Standard
2012-08-28,"10 Victoria Road, Tilehurst",RG31 5AD,300000,Semi-detached,"Freehold",No,Standard
2012-08-24,"108B School Road, Tilehurst",RG31 5AX,159950,Flat,"Leasehold",No,Standard
2012-08-24,"12 Hambleberry Court, Tilehurst",RG31 5HD,155000,Flat,"Leasehold",No,Standard
2012-08-24,"13 Stratford Way, Tilehurst",RG31 5XT,227000,Terraced,"Freehold",No,Standard
2012-08-23,"85 Hildens Drive, Tilehurst",RG31 5JA,270000,Semi-detached,"Freehold",No,Standard
2012-08-22,"63 Elmstone Drive, Tilehurst",RG31 5NS,240000,Terraced,"Freehold",No,Standard
2012-08-20,"47 Victoria Road, Tilehurst",RG31 5AB,293000,Semi-detached,"Freehold",No,Standard
2012-08-17,"5 Hazelwood Close, Tilehurst",RG31 5NX,231500,Semi-detached,"Freehold",No,Standard
2012-08-16,"38 Warborough Avenue, Tilehurst",RG31 5LA,235000,Semi-detached,"Freehold",No,Standard
2012-08-09,"26 Ashton Close, Tilehurst",RG31 5ED,249000,Semi-detached,"Freehold",No,Standard
2012-08-03,"16 Sheppard Court, Tilehurst",RG31 5JF,135000,Flat,"Leasehold",No,Standard
2012-07-20,"3 Stratford Way, Tilehurst",RG31 5XT,223000,Terraced,"Freehold",No,Standard
2012-07-13,"16 Stratford Way, Tilehurst",RG31 5XT,238000,Semi-detached,"Freehold",No,Standard
2012-07-04,"42 Meadowside, Tilehurst",RG31 5QE,379000,Detached,"Freehold",No,Standard
2012-06-29,"88 City Road, Tilehurst",RG31 5SB,320000,Semi-detached,"Freehold",No,Standard
2012-06-29,"8 Home Croft, Tilehurst",RG31 5WJ,222000,Semi-detached,"Freehold",No,Standard
2012-06-29,"45 Crescent Road, Tilehurst",RG31 5AH,290000,Detached,"Freehold",No,Standard
2012-06-29,"106 Blewbury Drive, Tilehurst",RG31 5HL,230000,Semi-detached,"Freehold",No,Standard
2012-06-29,"17 Foxcombe Drive, Tilehurst",RG31 5HT,240000,Terraced,"Freehold",No,Standard
2012-06-27,"4 Loader Close, Tilehurst",RG31 5BR,225000,Terraced,"Freehold",Yes,Standard
2012-06-22,"8 Felton Way, Tilehurst",RG31 5DX,220000,Semi-detached,"Freehold",No,Standard
2012-06-20,"15 Lovatt Close, Tilehurst",RG31 5HG,440000,Detached,"Freehold",No,Standard
2012-06-15,"31 York Lodge, Pegasus Court, Tilehurst",RG31 5DB,157000,Flat,"Leasehold",No,Standard
2012-06-15,"10 Trelawney Drive, Tilehurst",RG31 5WQ,282000,Semi-detached,"Freehold",No,Standard
2012-06-14,"172 City Road, Tilehurst",RG31 5SD,240000,Semi-detached,"Freehold",No,Standard
2012-06-14,"63 Longworth Avenue, Tilehurst",RG31 5JU,282500,Semi-detached,"Freehold",No,Standard
2012-06-11,"67 Blewbury Drive, Tilehurst",RG31 5HJ,277500,Terraced,"Freehold",No,Standard
2012-06-11,"8 Elmstone Drive, Tilehurst",RG31 5NU,267500,Semi-detached,"Freehold",No,Standard
2012-06-07,"5 Loader Close, Tilehurst",RG31 5BR,229950,Terraced,"Freehold",Yes,Standard
2012-06-01,"29 Sheppard Court, Tilehurst",RG31 5JF,150000,Flat,"Leasehold",No,Standard
2012-06-01,"31 Longworth Avenue, Tilehurst",RG31 5JU,307500,Terraced,"Freehold",No,Standard
2012-06-01,"23 Barton Road, Tilehurst",RG31 5NJ,240000,Semi-detached,"Freehold",No,Standard
2012-05-29,"28 Avington Close, Tilehurst",RG31 5LW,219000,Terraced,"Freehold",No,Standard
2012-05-25,"9 Heathway, Tilehurst",RG31 5AP,290000,Detached,"Freehold",No,Standard
2012-05-25,"7 Hayfield Close, Tilehurst",RG31 5DA,310000,Detached,"Freehold",No,Standard
2012-05-23,"20 Five Acre, Tilehurst",RG31 5WH,230000,Semi-detached,"Freehold",No,Standard
2012-05-04,"62 Hildens Drive, Tilehurst",RG31 5JH,256950,Detached,"Freehold",No,Standard
2012-05-03,"57 Warborough Avenue, Tilehurst",RG31 5LD,225950,Terraced,"Freehold",No,Standard
2012-04-27,"48A Barton Road, Tilehurst",RG31 5NJ,250000,Terraced,"Freehold",No,Standard
2012-04-27,"6 Meadowside, Tilehurst",RG31 5QE,450000,Detached,"Freehold",No,Standard
2012-04-27,"10 Meadowside, Tilehurst",RG31 5QE,385000,Detached,"Freehold",No,Standard
2012-04-26,"93 Westwood Road, Tilehurst",RG31 5PY,430000,Detached,"Freehold",No,Standard
2012-04-20,"14 Chapel Hill, Tilehurst",RG31 5DG,165000,Terraced,"Freehold",No,Standard
2012-04-11,"2 Wiltshire Walk, Tilehurst",RG31 5NF,190000,Terraced,"Freehold",No,Standard
2012-03-30,"2 Wellfield Close, Tilehurst",RG31 5HP,247500,Semi-detached,"Freehold",No,Standard
2012-03-29,"95 Westwood Road, Tilehurst",RG31 5PY,457500,Detached,"Freehold",No,Standard
2012-03-23,"33 Sheraton Drive, Tilehurst",RG31 5UZ,280000,Detached,"Freehold",No,Standard
2012-03-23,"18 Ashton Close, Tilehurst",RG31 5ED,250000,Terraced,"Freehold",No,Standard
2012-03-23,"155 Warborough Avenue, Tilehurst",RG31 5LX,210000,Semi-detached,"Freehold",No,Standard
2012-03-22,"19 Park Lane, Tilehurst",RG31 5DW,222500,Semi-detached,"Freehold",No,Standard
2012-03-22,"35 Childrey Way, Tilehurst",RG31 5EA,301000,Detached,"Freehold",No,Standard
2012-03-02,"4 Elizabeth Court, Tilehurst",RG31 5BW,115000,Terraced,"Leasehold",No,Standard
2012-02-29,"16 Clements Mead, Tilehurst",RG31 5UJ,340000,Semi-detached,"Freehold",No,Standard
2012-02-28,"1 Loader Close, Tilehurst",RG31 5BR,220000,Terraced,"Freehold",Yes,Standard
2012-02-21,"9 Aston Avenue, Tilehurst",RG31 5JS,240000,Semi-detached,"Freehold",No,Standard
2012-02-20,"70 Lower Elmstone Drive, Tilehurst",RG31 5PA,143000,Terraced,"Leasehold",No,Standard
2012-02-17,"24 Crescent Road, Tilehurst",RG31 5AH,245000,Semi-detached,"Freehold",No,Standard
2012-02-17,"93 Chapel Hill, Tilehurst",RG31 5BX,312000,Detached,"Freehold",No,Standard
2012-02-15,"145 Warborough Avenue, Tilehurst",RG31 5LG,220000,Terraced,"Freehold",No,Standard
2012-02-10,"64 Cumberland Lodge, Pegasus Court, Tilehurst",RG31 5DB,154500,Flat,"Leasehold",No,Standard
2012-02-09,"17 Elder Close, Tilehurst",RG31 5WG,211000,Terraced,"Freehold",No,Standard
2012-02-06,"68 City Road, Tilehurst",RG31 5SB,235000,Semi-detached,"Freehold",No,Standard
2012-01-27,"35 Lower Elmstone Drive, Tilehurst",RG31 5EB,278000,Detached,"Freehold",No,Standard
2012-01-20,"33 Crescent Road, Tilehurst",RG31 5AH,345000,Semi-detached,"Freehold",No,Standard
2012-01-20,"8 Enborne Close, Tilehurst",RG31 5JG,175000,Terraced,"Freehold",No,Standard
2012-01-12,"6 Loader Close, Tilehurst",RG31 5BR,265000,Detached,"Freehold",Yes,Standard
2012-01-12,"5 Ashbury Drive, Tilehurst",RG31 5LJ,250000,Semi-detached,"Freehold",No,Standard
2012-01-06,"59 Westwood Road, Tilehurst",RG31 5PN,335500,Detached,"Freehold",No,Standard
2012-01-04,"14 Sheraton Drive, Tilehurst",RG31 5UZ,230000,Semi-detached,"Freehold",No,Standard
2011-12-22,"6 Brian Dowding Court, Tilehurst",RG31 5AQ,260000,Terraced,"Freehold",Yes,Standard
2011-12-16,"47 Chapel Hill, Tilehurst",RG31 5BT,279000,Semi-detached,"Freehold",No,Standard
2011-12-16,"45 Beverley Road, Tilehurst",RG31 5PT,233950,Terraced,"Freehold",No,Standard
2011-12-13,"47 Beverley Road, Tilehurst",RG31 5PT,225000,Semi-detached,"Freehold",No,Standard
2011-12-09,"50 Meadowside, Tilehurst",RG31 5QE,360000,Detached,"Freehold",No,Standard
2011-12-09,"68 Meadowside, Tilehurst",RG31 5QE,433000,Detached,"Freehold",No,Standard
2011-12-05,"71 Hildens Drive, Tilehurst",RG31 5HZ,241500,Terraced,"Freehold",No,Standard
2011-12-02,"9 Brian Dowding Court, Tilehurst",RG31 5AQ,172000,Flat,"Leasehold",Yes,Standard
2011-12-02,"6 City Road, Tilehurst",RG31 5HB,226000,Detached,"Freehold",No,Standard
2011-12-02,"29 Ashbury Drive, Tilehurst",RG31 5LJ,270000,Semi-detached,"Freehold",No,Standard
