Date,Address,Postcode,Price,Type,Ownership,NewBuild,SaleType
2006-06-02,"157 City Road, Tilehurst",RG31 4SL,184500,Semi-detached,"Freehold",No,Standard
2006-06-02,"78 Robin Way, Tilehurst",RG31 4SW,142000,Flat,"Leasehold",No,Standard
2006-05-26,"8 Alder Drive, Tilehurst",RG31 4EP,147000,Flat,"Leasehold",No,Standard
2006-05-26,"At Last, Boundary Close, Tilehurst",RG31 4ER,330000,Detached,"Freehold",No,Standard
2006-05-17,"24 Goldcrest Way, Tilehurst",RG31 4ZG,272500,Detached,"Freehold",No,Standard
2006-04-27,"13 Mayfield Avenue, Calcot",RG31 4RE,235000,Detached,"Freehold",No,Standard
2006-04-24,"70 Starlings Drive, Tilehurst",RG31 4SS,139000,Flat,"Leasehold",No,Standard
2006-04-20,"3 Sandown Avenue, Calcot",RG31 4RB,196500,Detached,"Freehold",No,Standard
2006-04-13,"10 Windsor Way, Calcot",RG31 4UY,154000,Semi-detached,"Freehold",No,Standard
2006-04-13,"6 Curtis Road, Calcot",RG31 4XG,203000,Semi-detached,"Freehold",No,Standard
2006-04-12,"20 Glenwood Drive, Tilehurst",RG31 4HE,175500,Terraced,"Freehold",No,Standard
2006-03-31,"40 Robin Way, Tilehurst",RG31 4SW,141000,Flat,"Leasehold",No,Standard
2006-03-30,"121A Park Lane, Tilehurst",RG31 4DR,315000,Detached,"Freehold",No,Standard
2006-03-29,"37 Royal Avenue, Calcot",RG31 4UR,160000,Semi-detached,"Freehold",No,Standard
2006-03-20,"3 Robin Way, Tilehurst",RG31 4SW,240000,Semi-detached,"Freehold",No,Standard
2006-03-20,"40 Royal Avenue, Calcot",RG31 4UP,184950,Semi-detached,"Freehold",No,Standard
2006-03-13,"27 City Road, Tilehurst",RG31 4HA,170000,Terraced,"Freehold",No,Standard
2006-03-07,"119 Park Lane, Tilehurst",RG31 4DR,160000,Terraced,"Freehold",No,Standard
2006-03-07,"16A Magpie Way, Tilehurst",RG31 4SJ,235000,Semi-detached,"Freehold",No,Standard
2006-03-06,"17 Voller Drive, Tilehurst",RG31 4SE,219950,Detached,"Freehold",No,Standard
2006-03-03,"77 Yew Tree Rise, Calcot",RG31 4RQ,184500,Terraced,"Freehold",No,Standard
2006-03-03,"34 Curlew Drive, Tilehurst",RG31 4TA,200000,Semi-detached,"Freehold",No,Standard
2006-02-23,"36 Langley Hill, Calcot",RG31 4QU,250000,Detached,"Freehold",No,Standard
2006-02-23,"3 Fern Walk, Calcot",RG31 4YA,188000,Semi-detached,"Freehold",No,Standard
2006-02-17,"9A Goldcrest Way, Tilehurst",RG31 4ZG,295000,Detached,"Freehold",No,Standard
2006-02-15,"12 Mead Close, Tilehurst",RG31 4ET,214500,Semi-detached,"Freehold",No,Standard
2006-02-03,"10 Withy Close, Tilehurst",RG31 4SQ,170000,Detached,"Freehold",No,Standard
2006-01-31,"66 Starlings Drive, Tilehurst",RG31 4SS,141000,Flat,"Leasehold",No,Standard
2006-01-31,"80 Starlings Drive, Tilehurst",RG31 4SS,138000,Flat,"Leasehold",No,Standard
2006-01-31,"16 Fern Walk, Calcot",RG31 4YA,170000,Semi-detached,"Freehold",No,Standard
2006-01-27,"18 Langley Hill, Calcot",RG31 4QU,325000,Detached,"Freehold",No,Standard
2006-01-27,"48 Royal Avenue, Calcot",RG31 4UP,173500,Semi-detached,"Freehold",No,Standard
2006-01-27,"6 Gatcombe Close, Calcot",RG31 4XQ,207000,Terraced,"Freehold",No,Standard
2006-01-24,"14 Robin Way, Tilehurst",RG31 4SW,193000,Terraced,"Freehold",No,Standard
2006-01-13,"45 Curlew Drive, Tilehurst",RG31 4TA,211000,Semi-detached,"Freehold",No,Standard
2006-01-06,"113 Park Lane, Tilehurst",RG31 4DR,187000,Semi-detached,"Freehold",No,Standard
2006-01-04,"14 Greenfinch Close, Tilehurst",RG31 4SY,228000,Semi-detached,"Freehold",No,Standard
2005-12-23,"72 Old Bath Road, Calcot",RG31 4QL,174000,Semi-detached,"Freehold",No,Standard
2005-12-23,"1 Robin Way, Tilehurst",RG31 4SW,229950,Terraced,"Freehold",No,Standard
2005-12-02,"49 Yew Tree Rise, Calcot",RG31 4RQ,186000,Semi-detached,"Freehold",No,Standard
2005-11-28,"24 Hugh Fraser Drive, Tilehurst",RG31 4QZ,195000,Semi-detached,"Freehold",No,Standard
2005-11-25,"29 City Road, Tilehurst",RG31 4HA,182000,Terraced,"Freehold",No,Standard
2005-11-11,"95 Royal Avenue, Calcot",RG31 4UR,176000,Semi-detached,"Freehold",No,Standard
2005-11-04,"3 Chaffinch Close, Tilehurst",RG31 4ZD,297500,Detached,"Freehold",No,Standard
2005-11-04,"9 Chaffinch Close, Tilehurst",RG31 4ZD,239950,Detached,"Freehold",No,Standard
2005-10-31,"1 Cresswells Brow House, 173 City Road, Tilehurst",RG31 4SA,146250,Flat,"Leasehold",Yes,Standard
2005-10-28,"4 Alder Drive, Tilehurst",RG31 4EP,139950,Flat,"Leasehold",No,Standard
2005-10-21,"6 Nabbs Hill Close, Tilehurst",RG31 4SG,280000,Detached,"Freehold",No,Standard
2005-10-19,"24 Langley Hill, Calcot",RG31 4QU,268000,Detached,"Freehold",No,Standard
2005-10-17,"15 Goldcrest Way, Tilehurst",RG31 4ZG,202000,Semi-detached,"Freehold",No,Standard
2005-10-07,"58 Starlings Drive, Tilehurst",RG31 4SS,141000,Flat,"Leasehold",No,Standard
2005-10-03,"6 Glamis Way, Calcot",RG31 4UX,173000,Semi-detached,"Freehold",No,Standard
2005-10-03,"12 Lilac Walk, Calcot",RG31 4YZ,190950,Semi-detached,"Freehold",No,Standard
2005-09-30,"207 City Road, Tilehurst",RG31 4SL,250000,Semi-detached,"Freehold",No,Standard
2005-09-16,"177A Park Lane, Tilehurst",RG31 4DR,242950,Detached,"Freehold",No,Standard
2005-09-16,"38 Robin Way, Tilehurst",RG31 4SW,160000,Flat,"Leasehold",No,Standard
2005-09-09,"13 Acorn Walk, Calcot",RG31 4RL,175000,Semi-detached,"Freehold",No,Standard
2005-09-02,"8 Acorn Walk, Calcot",RG31 4RL,175000,Terraced,"Freehold",No,Standard
2005-09-02,"45 Partridge Drive, Tilehurst",RG31 4SX,220000,Semi-detached,"Freehold",No,Standard
2005-09-02,"37 Curlew Drive, Tilehurst",RG31 4TA,217000,Semi-detached,"Freehold",No,Standard
2005-09-01,"35 Oliver Drive, Calcot",RG31 4XN,139950,Terraced,"Freehold",No,Standard
2005-08-26,"4 Acorn Walk, Calcot",RG31 4RL,190000,Terraced,"Freehold",No,Standard
2005-08-22,"2 Magpie Way, Tilehurst",RG31 4SJ,135000,Flat,"Leasehold",No,Standard
2005-08-18,"9 Blagrave Rise, Tilehurst",RG31 4SF,317500,Detached,"Freehold",No,Standard
2005-08-15,"43 Curlew Drive, Tilehurst",RG31 4TA,187000,Terraced,"Freehold",No,Standard
2005-08-09,"39 City Road, Tilehurst",RG31 4HA,235000,Semi-detached,"Freehold",No,Standard
2005-08-09,"165 City Road, Tilehurst",RG31 4SL,294000,Detached,"Freehold",No,Standard
2005-08-08,"120 Park Lane, Tilehurst",RG31 4DU,168000,Terraced,"Freehold",No,Standard
2005-08-05,"2 High View, Calcot",RG31 4XE,185000,Semi-detached,"Freehold",No,Standard
2005-08-02,"3 Nabbs Hill Close, Tilehurst",RG31 4SG,343000,Detached,"Freehold",No,Standard
2005-08-02,"10 Greenfinch Close, Tilehurst",RG31 4SY,194950,Terraced,"Freehold",No,Standard
2005-08-02,"3 Goldcrest Way, Tilehurst",RG31 4ZG,191000,Semi-detached,"Freehold",No,Standard
2005-07-29,"10 Yew Tree Rise, Calcot",RG31 4RQ,245000,Semi-detached,"Freehold",No,Standard
2005-07-29,"10 Withy Close, Tilehurst",RG31 4SQ,110000,Detached,"Freehold",No,Standard
2005-07-22,"59 Garston Crescent, Calcot",RG31 4XL,173750,Semi-detached,"Freehold",No,Standard
2005-07-20,"9 Chaffinch Close, Tilehurst",RG31 4ZD,223500,Detached,"Freehold",No,Standard
2005-06-27,"101A Langley Hill, Tilehurst",RG31 4EH,310000,Detached,"Freehold",No,Standard
2005-06-27,"46 Bitterne Avenue, Tilehurst",RG31 4SP,186000,Semi-detached,"Freehold",No,Standard
2005-06-21,"12 Magpie Way, Tilehurst",RG31 4SJ,201000,Semi-detached,"Freehold",No,Standard
2005-06-20,"112 Park Lane, Tilehurst",RG31 4DU,165000,Terraced,"Freehold",No,Standard
2005-06-20,"10 Poppy Way, Calcot",RG31 4RJ,170000,Terraced,"Freehold",No,Standard
2005-06-10,"15 Halpin Close, Calcot",RG31 4RA,140000,Flat,"Leasehold",No,Standard
2005-06-03,"43 Yew Tree Rise, Calcot",RG31 4RQ,175750,Semi-detached,"Freehold",No,Standard
2005-06-03,"19 Voller Drive, Tilehurst",RG31 4SE,215000,Detached,"Freehold",No,Standard
2005-06-02,"100 Park Lane, Tilehurst",RG31 4DU,187000,Terraced,"Freehold",No,Standard
2005-05-24,"121C Langley Hill, Tilehurst",RG31 4EH,215000,Semi-detached,"Freehold",No,Standard
2005-05-23,"3 Curtis Road, Calcot",RG31 4XG,170000,Semi-detached,"Freehold",No,Standard
2005-05-20,"70 Old Bath Road, Calcot",RG31 4QL,169000,Semi-detached,"Freehold",No,Standard
2005-05-11,"7 Boundary Close, Tilehurst",RG31 4ER,226500,Semi-detached,"Freehold",No,Standard
2005-04-29,"18 Hugh Fraser Drive, Tilehurst",RG31 4QZ,209950,Semi-detached,"Freehold",No,Standard
2005-04-22,"72 Starlings Drive, Tilehurst",RG31 4SS,132500,Flat,"Leasehold",No,Standard
2005-03-31,"9 Curtis Road, Calcot",RG31 4XG,188000,Semi-detached,"Freehold",No,Standard
2005-03-24,"157 City Road, Tilehurst",RG31 4SL,176450,Semi-detached,"Freehold",No,Standard
2005-03-11,"1 Royal Avenue, Calcot",RG31 4UP,249950,Detached,"Freehold",No,Standard
2005-03-08,"7 Oliver Drive, Calcot",RG31 4XN,181500,Semi-detached,"Freehold",No,Standard
2005-03-04,"61 Garston Crescent, Calcot",RG31 4XL,151375,Semi-detached,"Freehold",No,Standard
2005-03-01,"1 Starlings Drive, Tilehurst",RG31 4ST,223500,Semi-detached,"Freehold",No,Standard
2005-02-28,"10 Windsor Way, Calcot",RG31 4UY,146000,Semi-detached,"Freehold",No,Standard
2005-02-25,"13 Mayfield Avenue, Calcot",RG31 4RE,194000,Detached,"Freehold",No,Standard
2005-02-25,"62 Curlew Drive, Tilehurst",RG31 4TA,170000,Terraced,"Freehold",No,Standard
2005-02-25,"Harefield House, Pincents Lane, Tilehurst",RG31 4UQ,975000,Detached,"Freehold",No,Standard
2005-02-25,"16 Garston Crescent, Calcot",RG31 4XJ,156000,Semi-detached,"Freehold",No,Standard
2005-02-25,"31 Garston Crescent, Calcot",RG31 4XL,182500,Semi-detached,"Freehold",No,Standard
2005-02-18,"1 Halpin Close, Calcot",RG31 4RA,140000,Flat,"Leasehold",No,Standard
2005-02-18,"3 Cresswells Brow House, 173 City Road, Tilehurst",RG31 4SA,152950,Flat,"Leasehold",Yes,Standard
2005-02-18,"50 Partridge Drive, Tilehurst",RG31 4SX,218000,Semi-detached,"Freehold",No,Standard
2005-02-18,"29 Partridge Drive, Tilehurst",RG31 4SX,234000,Semi-detached,"Freehold",No,Standard
2005-01-28,"29 Conway Road, Calcot",RG31 4XP,184000,Semi-detached,"Freehold",No,Standard
2005-01-14,"4 Cresswells Brow House, 173 City Road, Tilehurst",RG31 4SA,149950,Flat,"Leasehold",Yes,Standard
2005-01-14,"54 Bitterne Avenue, Tilehurst",RG31 4SP,185000,Semi-detached,"Freehold",No,Standard
2004-12-22,"31 City Road, Tilehurst",RG31 4HA,173000,Terraced,"Freehold",No,Standard
2004-12-17,"12 Harvest Close, Tilehurst",RG31 4ES,220000,Semi-detached,"Freehold",No,Standard
2004-12-17,"61 Garston Crescent, Calcot",RG31 4XL,130000,Semi-detached,"Freehold",No,Standard
2004-12-16,"6 Yew Tree Rise, Calcot",RG31 4RQ,212500,Detached,"Freehold",No,Standard
2004-12-15,"7 Yew Tree Rise, Calcot",RG31 4RQ,189995,Semi-detached,"Freehold",No,Standard
2004-12-09,"5 Cresswells Brow House, 173 City Road, Tilehurst",RG31 4SA,154950,Flat,"Leasehold",Yes,Standard
2004-12-03,"42 Oliver Drive, Calcot",RG31 4XN,179000,Semi-detached,"Freehold",No,Standard
2004-12-02,"1 Voller Drive, Tilehurst",RG31 4SE,233000,Detached,"Freehold",No,Standard
2004-12-02,"3 Voller Drive, Tilehurst",RG31 4SE,295000,Semi-detached,"Freehold",No,Standard
2004-11-29,"153 City Road, Tilehurst",RG31 4SL,270000,Detached,"Freehold",No,Standard
2004-11-22,"38 Bay Tree Rise, Calcot",RG31 4RG,240000,Detached,"Freehold",No,Standard
2004-11-19,"16 Ayrton Senna Road, Tilehurst",RG31 4JQ,224950,Terraced,"Freehold",No,Standard
2004-11-12,"1 Robin Way, Tilehurst",RG31 4SW,220500,Terraced,"Freehold",No,Standard
2004-11-11,"14 Empress Road, Calcot",RG31 4XR,181000,Detached,"Freehold",No,Standard
2004-10-29,"127 Langley Hill, Tilehurst",RG31 4EE,330000,Detached,"Freehold",No,Standard
2004-10-22,"4 Langley Lodge, Old Bath Road, Calcot",RG31 4QL,133000,Flat,"Leasehold",No,Standard
2004-10-22,"6 Cresswells Brow House, 173 City Road, Tilehurst",RG31 4SA,151450,Flat,"Leasehold",Yes,Standard
2004-10-22,"28 Gatcombe Close, Calcot",RG31 4XQ,125000,Terraced,"Freehold",No,Standard
2004-10-18,"20 Langley Hill Close, Tilehurst",RG31 4EJ,247500,Semi-detached,"Freehold",No,Standard
2004-10-18,"10 Lilac Walk, Calcot",RG31 4YZ,184000,Terraced,"Freehold",No,Standard
2004-10-18,"3 Lilac Walk, Calcot",RG31 4YZ,199950,Semi-detached,"Freehold",No,Standard
2004-10-15,"7 Mead Close, Tilehurst",RG31 4ET,178500,Semi-detached,"Freehold",No,Standard
2004-10-01,"12 Alder Drive, Tilehurst",RG31 4EP,126500,Flat,"Leasehold",No,Standard
2004-10-01,"64 Royal Avenue, Calcot",RG31 4UR,168000,Semi-detached,"Freehold",No,Standard
2004-09-24,"126 Park Lane, Tilehurst",RG31 4DU,188500,Terraced,"Freehold",No,Standard
2004-09-15,"51 Yew Tree Rise, Calcot",RG31 4RQ,174000,Semi-detached,"Freehold",No,Standard
2004-09-03,"100 Park Lane, Tilehurst",RG31 4DU,133500,Terraced,"Freehold",No,Standard
2004-08-25,"9 Halpin Close, Calcot",RG31 4RA,139950,Flat,"Leasehold",No,Standard
2004-08-20,"29 Gatcombe Close, Calcot",RG31 4XQ,131000,Terraced,"Freehold",No,Standard
2004-08-19,"Hollies, Boundary Close, Tilehurst",RG31 4ER,300000,Detached,"Freehold",No,Standard
2004-08-19,"35 Farm Drive, Tilehurst",RG31 4EU,200000,Terraced,"Freehold",No,Standard
2004-08-17,"2 Langley Hill, Calcot",RG31 4QU,235000,Detached,"Freehold",No,Standard
2004-08-16,"15 Boundary Close, Tilehurst",RG31 4ER,241000,Semi-detached,"Freehold",No,Standard
2004-08-02,"10 Hugh Fraser Drive, Tilehurst",RG31 4QZ,174000,Semi-detached,"Freehold",No,Standard
2004-07-30,"119 Langley Hill, Tilehurst",RG31 4EH,173000,Semi-detached,"Freehold",No,Standard
2004-07-30,"58 Royal Avenue, Calcot",RG31 4UR,163000,Semi-detached,"Freehold",No,Standard
2004-07-29,"3 Bitterne Avenue, Tilehurst",RG31 4SP,178000,Semi-detached,"Freehold",No,Standard
2004-07-28,"68 Curlew Drive, Tilehurst",RG31 4TA,184000,Terraced,"Freehold",No,Standard
2004-07-23,"5 Acorn Walk, Calcot",RG31 4RL,180000,Terraced,"Freehold",No,Standard
2004-07-23,"21 Yew Tree Rise, Calcot",RG31 4RQ,180000,Semi-detached,"Freehold",No,Standard
2004-07-23,"2 Sandringham Way, Calcot",RG31 4XA,169950,Semi-detached,"Freehold",No,Standard
2004-07-23,"9 Garston Crescent, Calcot",RG31 4XL,179950,Semi-detached,"Freehold",No,Standard
2004-07-19,"50 Robin Way, Tilehurst",RG31 4SW,136000,Flat,"Leasehold",No,Standard
2004-07-08,"62 Starlings Drive, Tilehurst",RG31 4SS,139500,Flat,"Leasehold",No,Standard
2004-07-07,"21 Gatcombe Close, Calcot",RG31 4XQ,190000,Semi-detached,"Freehold",No,Standard
2004-07-05,"4 Halpin Close, Calcot",RG31 4RA,149500,Flat,"Leasehold",No,Standard
2004-06-30,"5 Glenwood Drive, Tilehurst",RG31 4HE,183450,Semi-detached,"Freehold",No,Standard
2004-06-29,"3 Mead Close, Tilehurst",RG31 4ET,170000,Semi-detached,"Freehold",No,Standard
2004-06-28,"14 Broom Close, Calcot",RG31 4ZS,245000,Detached,"Freehold",Yes,Standard
2004-06-25,"114 Park Lane, Tilehurst",RG31 4DU,205000,Terraced,"Freehold",No,Standard
2004-06-25,"7 Bay Tree Rise, Calcot",RG31 4RG,248000,Detached,"Freehold",No,Standard
2004-06-23,"27 Curlew Drive, Tilehurst",RG31 4TA,208500,Terraced,"Freehold",No,Standard
2004-06-18,"1A Langley Hill Close, Tilehurst",RG31 4EJ,272500,Detached,"Freehold",Yes,Standard
2004-06-18,"96 Royal Avenue, Calcot",RG31 4UT,216000,Semi-detached,"Freehold",No,Standard
2004-06-11,"15 Blagrave Rise, Tilehurst",RG31 4SF,220000,Detached,"Freehold",No,Standard
2004-06-09,"7 Robin Way, Tilehurst",RG31 4SW,200000,Semi-detached,"Freehold",No,Standard
2004-05-28,"118 Starlings Drive, Tilehurst",RG31 4SS,267000,Detached,"Freehold",No,Standard
2004-05-26,"4 Poppy Way, Calcot",RG31 4RJ,155000,Terraced,"Freehold",No,Standard
2004-05-21,"31 Royal Avenue, Calcot",RG31 4UP,192000,Semi-detached,"Freehold",No,Standard
2004-05-21,"65 Royal Avenue, Calcot",RG31 4UR,162000,Semi-detached,"Freehold",No,Standard
2004-05-19,"15 Bitterne Avenue, Tilehurst",RG31 4SP,219950,Semi-detached,"Freehold",No,Standard
2004-05-14,"19 Robin Way, Tilehurst",RG31 4SW,199950,Semi-detached,"Freehold",No,Standard
2004-04-30,"109 Park Lane, Tilehurst",RG31 4DR,160000,Terraced,"Freehold",No,Standard
2004-04-30,"6 Glenwood Drive, Tilehurst",RG31 4HE,155000,Terraced,"Freehold",No,Standard
2004-04-29,"29 Robin Way, Tilehurst",RG31 4SW,200000,Semi-detached,"Freehold",No,Standard
2004-04-22,"4 High View, Calcot",RG31 4XE,174950,Semi-detached,"Freehold",No,Standard
2004-04-19,"12 Linnet Close, Tilehurst",RG31 4SR,197500,Semi-detached,"Freehold",No,Standard
2004-04-19,"19 Broom Close, Calcot",RG31 4ZS,240000,Detached,"Freehold",No,Standard
2004-04-15,"11 Partridge Drive, Tilehurst",RG31 4SX,204000,Semi-detached,"Freehold",No,Standard
2004-04-14,"8 Langley Hill, Calcot",RG31 4QU,246000,Detached,"Freehold",No,Standard
2004-04-08,"11 Linnet Close, Tilehurst",RG31 4SR,205000,Terraced,"Freehold",No,Standard
2004-04-08,"3 Curlew Drive, Tilehurst",RG31 4TA,174950,Semi-detached,"Freehold",No,Standard
2004-04-05,"66 Starlings Drive, Tilehurst",RG31 4SS,134000,Flat,"Leasehold",No,Standard
2004-03-26,"18 Langley Hill Close, Tilehurst",RG31 4EJ,132500,Semi-detached,"Freehold",No,Standard
2004-03-26,"11 Curtis Road, Calcot",RG31 4XG,168000,Semi-detached,"Freehold",No,Standard
2004-03-23,"1 Lilac Walk, Calcot",RG31 4YZ,179000,Semi-detached,"Freehold",No,Standard
2004-03-22,"15 Broom Close, Calcot",RG31 4ZS,249950,Detached,"Freehold",No,Standard
2004-03-19,"115 Langley Hill, Tilehurst",RG31 4EH,249950,Semi-detached,"Freehold",No,Standard
2004-03-15,"1 Langley Hill Close, Tilehurst",RG31 4EJ,225000,Semi-detached,"Freehold",Yes,Standard
2004-03-12,"5 Fern Walk, Calcot",RG31 4YA,167000,Semi-detached,"Freehold",No,Standard
2004-03-10,"1A Firs Road, Tilehurst",RG31 4EL,215000,Semi-detached,"Freehold",No,Standard
2004-03-08,"1 Greenfinch Close, Tilehurst",RG31 4SY,192000,Semi-detached,"Freehold",No,Standard
2004-02-27,"17 Garston Crescent, Calcot",RG31 4XL,213950,Semi-detached,"Freehold",No,Standard
2004-02-26,"9 Blagrave Rise, Tilehurst",RG31 4SF,330000,Detached,"Freehold",No,Standard
2004-02-23,"16 Glenwood Drive, Tilehurst",RG31 4HE,180000,Semi-detached,"Freehold",No,Standard
2004-02-20,"76 Starlings Drive, Tilehurst",RG31 4SS,135000,Flat,"Leasehold",No,Standard
2004-02-20,"14 High View, Calcot",RG31 4XD,187950,Semi-detached,"Freehold",No,Standard
2004-02-13,"16 Mey Close, Calcot",RG31 4QT,179950,Terraced,"Freehold",No,Standard
2004-02-09,"82 Starlings Drive, Tilehurst",RG31 4SS,134400,Flat,"Leasehold",No,Standard
2004-02-02,"7 Ayrton Senna Road, Tilehurst",RG31 4JQ,185000,Semi-detached,"Freehold",No,Standard
2004-01-30,"5 Curtis Road, Calcot",RG31 4XG,178950,Semi-detached,"Freehold",No,Standard
2004-01-16,"74 Robin Way, Tilehurst",RG31 4SW,143000,Flat,"Leasehold",No,Standard
2004-01-13,"24 Gatcombe Close, Calcot",RG31 4XQ,230000,Detached,"Freehold",No,Standard
2004-01-12,"123 Langley Hill, Tilehurst",RG31 4EE,245000,Detached,"Freehold",No,Standard
2004-01-12,"117 Langley Hill, Tilehurst",RG31 4EH,210000,Semi-detached,"Freehold",No,Standard
2003-12-23,"5 Fern Close, Calcot",RG31 4YY,249950,Detached,"Freehold",No,Standard
2003-12-19,"20 Oliver Drive, Calcot",RG31 4XN,144500,Semi-detached,"Freehold",No,Standard
2003-12-18,"6 Magpie Way, Tilehurst",RG31 4SJ,130000,Semi-detached,"Leasehold",No,Standard
2003-12-17,"2 Greenfinch Close, Tilehurst",RG31 4SY,234000,Detached,"Freehold",No,Standard
2003-12-16,"10 Mead Close, Tilehurst",RG31 4ET,202000,Semi-detached,"Freehold",No,Standard
2003-12-16,"2 Linnet Close, Tilehurst",RG31 4SR,190000,Semi-detached,"Freehold",No,Standard
2003-12-15,"15 Farm Drive, Tilehurst",RG31 4EU,229950,Semi-detached,"Freehold",No,Standard
2003-12-15,"12 Starlings Drive, Tilehurst",RG31 4ST,195000,Semi-detached,"Freehold",No,Standard
2003-12-12,"38 Partridge Drive, Tilehurst",RG31 4SX,205000,Semi-detached,"Freehold",No,Standard
2003-12-12,"33 Garston Crescent, Calcot",RG31 4XL,179950,Semi-detached,"Freehold",No,Standard
2003-12-11,"22 Gatcombe Close, Calcot",RG31 4XQ,188500,Semi-detached,"Freehold",No,Standard
2003-12-11,"5 Goldcrest Way, Tilehurst",RG31 4ZG,282500,Detached,"Freehold",No,Standard
2003-12-05,"12 Robin Way, Tilehurst",RG31 4SW,169000,Terraced,"Freehold",No,Standard
2003-11-28,"29 Conway Road, Calcot",RG31 4XP,177950,Semi-detached,"Freehold",No,Standard
2003-11-14,"3 Farm Drive, Tilehurst",RG31 4EU,207950,Terraced,"Freehold",No,Standard
2003-11-14,"32 Curlew Drive, Tilehurst",RG31 4TA,203000,Semi-detached,"Freehold",No,Standard
2003-11-07,"11 Gatcombe Close, Calcot",RG31 4XQ,178000,Flat,"Freehold",No,Standard
2003-10-31,"8 Chaffinch Close, Tilehurst",RG31 4ZD,247000,Detached,"Freehold",No,Standard
2003-10-30,"7 Garston Crescent, Calcot",RG31 4XL,171500,Terraced,"Freehold",No,Standard
2003-10-30,"14 Empress Road, Calcot",RG31 4XR,173000,Detached,"Freehold",No,Standard
2003-10-24,"1 Langley Lodge, Old Bath Road, Calcot",RG31 4QL,130000,Flat,"Leasehold",No,Standard
2003-10-24,"8 Mayfield Avenue, Calcot",RG31 4RE,210000,Detached,"Freehold",No,Standard
2003-10-24,"77 Yew Tree Rise, Calcot",RG31 4RQ,175000,Terraced,"Freehold",No,Standard
2003-10-22,"9 Mead Close, Tilehurst",RG31 4ET,158000,Semi-detached,"Freehold",No,Standard
2003-10-17,"17 Bay Tree Rise, Calcot",RG31 4RG,237000,Detached,"Freehold",No,Standard
2003-10-10,"100 Starlings Drive, Tilehurst",RG31 4SS,136000,Flat,"Leasehold",No,Standard
2003-10-10,"6 Curlew Drive, Tilehurst",RG31 4TA,192500,Semi-detached,"Freehold",No,Standard
2003-10-10,"36 Curlew Drive, Tilehurst",RG31 4TA,209950,Semi-detached,"Freehold",No,Standard
2003-10-10,"4 Fern Close, Calcot",RG31 4YY,206000,Detached,"Freehold",No,Standard
2003-10-09,"6 Greenfinch Close, Tilehurst",RG31 4SY,208500,Semi-detached,"Freehold",No,Standard
2003-10-03,"8 Oliver Drive, Calcot",RG31 4XN,134500,Semi-detached,"Freehold",No,Standard
2003-10-01,"8 Harvest Close, Tilehurst",RG31 4ES,208500,Detached,"Freehold",No,Standard
2003-09-29,"111 Langley Hill, Tilehurst",RG31 4EH,216000,Semi-detached,"Freehold",No,Standard
2003-09-24,"41 Royal Avenue, Calcot",RG31 4UR,134000,Semi-detached,"Leasehold",No,Standard
2003-09-19,"118 Park Lane, Tilehurst",RG31 4DU,179950,Terraced,"Freehold",No,Standard
2003-09-19,"124 Park Lane, Tilehurst",RG31 4DU,138000,Terraced,"Freehold",No,Standard
2003-09-18,"11 Hugh Fraser Drive, Tilehurst",RG31 4QZ,155000,Terraced,"Freehold",No,Standard
2003-09-17,"36 Bay Tree Rise, Calcot",RG31 4RG,249950,Detached,"Freehold",No,Standard
2003-09-05,"5 Nabbs Hill Close, Tilehurst",RG31 4SG,250000,Detached,"Freehold",No,Standard
2003-09-05,"9 Linnet Close, Tilehurst",RG31 4SR,173950,Semi-detached,"Freehold",No,Standard
2003-08-29,"38 Robin Way, Tilehurst",RG31 4SW,125500,Flat,"Leasehold",No,Standard
2003-08-28,"14 Robin Way, Tilehurst",RG31 4SW,163000,Terraced,"Freehold",No,Standard
2003-08-27,"7 Mey Close, Calcot",RG31 4QT,193000,Terraced,"Freehold",No,Standard
2003-08-13,"42 Oliver Drive, Calcot",RG31 4XN,164000,Semi-detached,"Freehold",No,Standard
2003-08-08,"25 Halpin Close, Calcot",RG31 4RA,128000,Flat,"Leasehold",No,Standard
2003-07-25,"5 Glenwood Drive, Tilehurst",RG31 4HE,168000,Semi-detached,"Freehold",No,Standard
2003-07-18,"122 Park Lane, Tilehurst",RG31 4DU,168000,Semi-detached,"Freehold",No,Standard
2003-07-15,"40 Curlew Drive, Tilehurst",RG31 4TA,185000,Terraced,"Freehold",No,Standard
2003-07-11,"5 Clarence Way, Calcot",RG31 4UU,115000,Terraced,"Freehold",No,Standard
2003-06-26,"8 Magpie Way, Tilehurst",RG31 4SJ,128000,Flat,"Leasehold",No,Standard
2003-06-13,"16 Oliver Drive, Calcot",RG31 4XN,142950,Semi-detached,"Freehold",No,Standard
2003-06-12,"5 Chaffinch Close, Tilehurst",RG31 4ZD,325000,Detached,"Freehold",No,Standard
2003-05-28,"59 Royal Avenue, Calcot",RG31 4UR,132000,Semi-detached,"Freehold",No,Standard
2003-05-23,"8 Linnet Close, Tilehurst",RG31 4SR,175000,Terraced,"Freehold",No,Standard
2003-05-20,"179 Park Lane, Tilehurst",RG31 4DR,180000,Flat,"Freehold",No,Standard
2003-05-16,"2 High View, Calcot",RG31 4XE,130000,Semi-detached,"Freehold",No,Standard
2003-05-09,"36 Robin Way, Tilehurst",RG31 4SW,145000,Flat,"Leasehold",No,Standard
2003-05-02,"1 Gatcombe Close, Calcot",RG31 4XQ,177000,Semi-detached,"Freehold",No,Standard
