"{06C9F487-224B-9388-E063-4804A8C0BD98}","400000","2023-07-28 00:00","RG30 2EU","S","N","F","142","","BATH ROAD","","READING","READING","READING","A","A"
"{06C9F487-2548-9388-E063-4804A8C0BD98}","710000","2023-09-04 00:00","RG30 2LX","D","N","F","130","","TILEHURST ROAD","","READING","READING","READING","A","A"
"{06C9F487-2555-9388-E063-4804A8C0BD98}","290000","2023-08-11 00:00","RG30 4LX","T","N","F","71","","ELVASTON WAY","TILEHURST","READING","READING","READING","A","A"
"{06C9F487-255F-9388-E063-4804A8C0BD98}","345000","2023-07-25 00:00","RG30 2PG","S","N","F","46","","OSBORNE ROAD","","READING","READING","READING","A","A"
"{06C9F487-2563-9388-E063-4804A8C0BD98}","363000","2023-09-06 00:00","RG30 4XN","S","N","F","5","","CHICHESTER ROAD","TILEHURST","READING","READING","READING","A","A"
"{06C9F487-2276-9388-E063-4804A8C0BD98}","360000","2023-08-10 00:00","RG30 6ET","T","N","F","28","","MINTON CLOSE","TILEHURST","READING","READING","READING","A","A"
"{06C9F487-228E-9388-E063-4804A8C0BD98}","325000","2023-08-22 00:00","RG30 1LF","T","N","F","78","","SHERWOOD STREET","","READING","READING","READING","A","A"
"{06C9F487-22A8-9388-E063-4804A8C0BD98}","345000","2023-09-05 00:00","RG30 3LA","T","N","F","34","","ASHAMPSTEAD ROAD","","READING","READING","READING","A","A"
"{06C9F487-22BE-9388-E063-4804A8C0BD98}","322000","2023-08-11 00:00","RG30 6DU","S","N","F","116","","RODWAY ROAD","TILEHURST","READING","READING","READING","A","A"
"{06C9F487-22D0-9388-E063-4804A8C0BD98}","350000","2023-05-02 00:00","RG30 2SF","S","N","F","52","","WANTAGE ROAD","","READING","READING","READING","A","A"
"{06C9F487-22F2-9388-E063-4804A8C0BD98}","500000","2023-08-04 00:00","RG30 4AY","T","N","F","11","","TERN CLOSE","TILEHURST","READING","READING","READING","A","A"
"{06C9F487-2314-9388-E063-4804A8C0BD98}","273000","2023-08-16 00:00","RG30 4XD","T","N","F","92","","CHICHESTER ROAD","TILEHURST","READING","READING","READING","A","A"
"{06C9F487-2333-9388-E063-4804A8C0BD98}","390000","2023-06-30 00:00","RG30 3JB","S","N","F","59","","HATFORD ROAD","","READING","READING","READING","A","A"
"{06C9F487-2394-9388-E063-4804A8C0BD98}","230000","2023-08-11 00:00","RG30 2RX","F","N","L","GREENGATES","FLAT 4","LUNDY LANE","","READING","READING","READING","A","A"
"{06C9F487-23AF-9388-E063-4804A8C0BD98}","340000","2023-08-18 00:00","RG30 4AJ","S","N","F","96","","THE MEADWAY","TILEHURST","READING","READING","READING","A","A"
"{06C9F487-23B7-9388-E063-4804A8C0BD98}","417500","2023-08-25 00:00","RG30 2RN","S","N","F","46","","WILSON ROAD","","READING","READING","READING","A","A"
"{06C9F487-23CE-9388-E063-4804A8C0BD98}","210000","2023-06-09 00:00","RG30 2SS","F","N","L","34","FIRST FLOOR FLAT","WILTON ROAD","","READING","READING","READING","A","A"
"{06C9F487-23E1-9388-E063-4804A8C0BD98}","242000","2023-03-31 00:00","RG30 1AX","F","N","L","ASHDOWN HOUSE","FLAT 19","BATTLE SQUARE","","READING","READING","READING","A","A"
"{06C9F487-23F0-9388-E063-4804A8C0BD98}","204000","2023-02-17 00:00","RG30 1DS","F","N","L","SOURTON HOUSE","FLAT 3","BATTLE SQUARE","","READING","READING","READING","A","A"
"{06C9F487-23F1-9388-E063-4804A8C0BD98}","310000","2023-09-04 00:00","RG30 4DR","T","N","F","34","","TAY ROAD","TILEHURST","READING","READING","READING","A","A"
"{06C9F487-2212-9388-E063-4804A8C0BD98}","377500","2023-08-18 00:00","RG30 4HB","S","N","F","43","","STONEHAM CLOSE","TILEHURST","READING","READING","READING","A","A"
"{06C9F487-2215-9388-E063-4804A8C0BD98}","320000","2023-08-07 00:00","RG30 2NT","D","N","F","19","","VERNEY MEWS","","READING","READING","READING","A","A"
"{06C9F487-221F-9388-E063-4804A8C0BD98}","350000","2023-08-04 00:00","RG30 2NX","D","N","F","7","","ABERFORD CLOSE","","READING","READING","READING","A","A"
"{FD226035-862B-4CB7-E053-4804A8C00430}","336200","2023-04-12 00:00","RG30 6UH","T","N","F","51","","LYNDHURST ROAD","TILEHURST","READING","READING","READING","A","A"
"{FD226035-865E-4CB7-E053-4804A8C00430}","170000","2023-05-10 00:00","RG30 2DG","F","N","L","JOSEPHINE COURT","4","SOUTHCOTE ROAD","","READING","READING","READING","A","A"
"{FD226035-866A-4CB7-E053-4804A8C00430}","525000","2023-04-21 00:00","RG30 2EP","T","N","F","3","","ASHDENE GARDENS","","READING","READING","READING","A","A"
"{FD226035-86B6-4CB7-E053-4804A8C00430}","193000","2023-02-24 00:00","RG30 2GR","F","N","L","ST ANDREWS HOUSE, 28A","FLAT 4","WILTON ROAD","","READING","READING","READING","A","A"
"{FD226035-86D7-4CB7-E053-4804A8C00430}","240000","2023-05-16 00:00","RG30 2AN","F","N","L","16","FLAT 2","WESTERN ELMS AVENUE","","READING","READING","READING","A","A"
"{FD226035-8700-4CB7-E053-4804A8C00430}","207000","2023-03-24 00:00","RG30 2DY","F","N","L","19","","BEXLEY COURT","","READING","READING","READING","A","A"
"{FD226035-870F-4CB7-E053-4804A8C00430}","225000","2023-04-06 00:00","RG30 2QD","F","N","L","139","FLAT C","WAVERLEY ROAD","","READING","READING","READING","A","A"
"{FD226035-8782-4CB7-E053-4804A8C00430}","415000","2023-01-20 00:00","RG30 3HT","S","N","F","16","","GLENNON CLOSE","","READING","READING","READING","A","A"
"{FD226035-8785-4CB7-E053-4804A8C00430}","200000","2023-04-14 00:00","RG30 3NS","F","N","L","OLD KENNELS COURT","2","BURGHFIELD ROAD","","READING","READING","READING","A","A"
"{FD226035-8478-4CB7-E053-4804A8C00430}","350000","2023-04-14 00:00","RG30 2NS","T","N","F","4","","KIRTON CLOSE","","READING","READING","READING","A","A"
"{FD226035-882F-4CB7-E053-4804A8C00430}","625000","2023-04-06 00:00","RG30 4NU","D","N","F","351","","THE MEADWAY","TILEHURST","READING","WEST BERKSHIRE","WEST BERKSHIRE","A","A"
"{FD226035-8494-4CB7-E053-4804A8C00430}","525000","2023-04-05 00:00","RG30 4QS","D","N","F","2","","PENTLAND CLOSE","","READING","READING","READING","A","A"
"{FD226035-84BE-4CB7-E053-4804A8C00430}","340000","2023-05-03 00:00","RG30 2NW","D","N","F","15","","TUXFORD MEWS","","READING","READING","READING","A","A"
"{FD226035-84D6-4CB7-E053-4804A8C00430}","280000","2023-04-17 00:00","RG30 1LR","T","N","F","18","","CHESTER STREET","","READING","READING","READING","A","A"
"{FD226035-84D7-4CB7-E053-4804A8C00430}","370000","2023-03-31 00:00","RG30 6BU","T","N","F","68","","NORCOT ROAD","TILEHURST","READING","READING","READING","A","A"
"{FD226035-84E7-4CB7-E053-4804A8C00430}","320000","2023-03-31 00:00","RG30 6XG","T","N","F","187","","THIRLMERE AVENUE","TILEHURST","READING","READING","READING","A","A"
"{FD226035-84ED-4CB7-E053-4804A8C00430}","755000","2023-04-05 00:00","RG30 3AE","D","N","F","68","","SOUTHCOTE LANE","","READING","READING","READING","A","A"
"{FD226035-84F5-4CB7-E053-4804A8C00430}","285000","2023-04-21 00:00","RG30 6ET","T","N","F","9","","MINTON CLOSE","TILEHURST","READING","READING","READING","A","A"
"{FD226035-84FF-4CB7-E053-4804A8C00430}","270000","2023-04-26 00:00","RG30 4JZ","T","N","F","3","","ROUTH LANE","TILEHURST","READING","READING","READING","A","A"
"{FD226035-8502-4CB7-E053-4804A8C00430}","309000","2023-03-29 00:00","RG30 2UX","T","N","F","112","","BELMONT ROAD","","READING","READING","READING","A","A"
"{FD226035-8508-4CB7-E053-4804A8C00430}","460000","2023-05-05 00:00","RG30 6DW","S","N","F","6","","SPODE CLOSE","TILEHURST","READING","READING","READING","A","A"
"{FD226035-850E-4CB7-E053-4804A8C00430}","368000","2023-02-20 00:00","RG30 6AT","S","N","F","33","","BRAMSHAW ROAD","TILEHURST","READING","READING","READING","A","A"
"{FD226035-8591-4CB7-E053-4804A8C00430}","280000","2023-04-18 00:00","RG30 1LP","T","N","F","56","","CHESTER STREET","","READING","READING","READING","A","A"
"{FD226035-859E-4CB7-E053-4804A8C00430}","425000","2023-03-29 00:00","RG30 3AF","S","N","F","130","","SOUTHCOTE LANE","","READING","READING","READING","A","A"
"{FD226035-85BD-4CB7-E053-4804A8C00430}","405000","2023-04-21 00:00","RG30 6BT","S","N","F","76","","NORCOT ROAD","TILEHURST","READING","READING","READING","A","A"
"{FD226035-85D4-4CB7-E053-4804A8C00430}","430000","2023-05-10 00:00","RG30 4RX","S","N","F","88","","ST MICHAELS ROAD","TILEHURST","READING","READING","READING","A","A"
"{FD226035-85DF-4CB7-E053-4804A8C00430}","155000","2023-05-05 00:00","RG30 2RW","F","N","L","160","FLAT 4","WILSON ROAD","","READING","READING","READING","A","A"
"{01EB45F0-77D4-40F3-E063-4704A8C05FDE}","95000","2023-06-08 00:00","RG30 2DQ","F","N","L","JOSEPHINE COURT","85","SOUTHCOTE ROAD","","READING","READING","READING","B","A"
"{01EB45F0-77DA-40F3-E063-4704A8C05FDE}","300000","2023-03-24 00:00","RG30 1DA","T","N","F","103","","CURZON STREET","","READING","READING","READING","B","A"
"{01EB45F0-77E2-40F3-E063-4704A8C05FDE}","730000","2023-02-24 00:00","RG30 2LY","O","N","F","200","","TILEHURST ROAD","","READING","READING","READING","B","A"
"{01EB45F0-77FA-40F3-E063-4704A8C05FDE}","460000","2023-01-18 00:00","RG30 6AB","T","N","F","393","","NORCOT ROAD","TILEHURST","READING","READING","READING","B","A"
"{01EB45F0-77FB-40F3-E063-4704A8C05FDE}","200000","2023-06-27 00:00","RG30 1AU","F","N","L","307","FLAT 3","OXFORD ROAD","","READING","READING","READING","B","A"
"{01EB45F0-780D-40F3-E063-4704A8C05FDE}","185000","2023-01-20 00:00","RG30 2RW","F","N","L","160","FLAT 3","WILSON ROAD","","READING","READING","READING","B","A"
"{01EB45F0-7815-40F3-E063-4704A8C05FDE}","393000","2023-05-30 00:00","RG30 1DZ","O","N","L","THE PORTMAN CENTRE, 37 - 45","UNIT 10","LOVEROCK ROAD","","READING","READING","READING","B","A"
"{01EB45F0-7822-40F3-E063-4704A8C05FDE}","21500","2023-05-03 00:00","RG30 2DS","O","N","F","GARAGE 36","","DORCHESTER COURT","","READING","READING","READING","B","A"
"{01EB45F0-7832-40F3-E063-4704A8C05FDE}","218000","2023-05-26 00:00","RG30 4ER","O","N","L","OSPREY HOUSE, 109","FLAT 12","TAY ROAD","TILEHURST","READING","READING","READING","B","A"
"{01EB45F0-7835-40F3-E063-4704A8C05FDE}","177500","2023-05-15 00:00","RG30 2ER","F","N","L","BEACON COURT","10","SOUTHCOTE ROAD","","READING","READING","READING","B","A"
"{01EB45F0-787B-40F3-E063-4704A8C05FDE}","185000","2023-01-26 00:00","RG30 2TZ","F","N","L","SKELTON COURT","FLAT 10","CONNAUGHT ROAD","","READING","READING","READING","B","A"
"{06C9F487-FA54-9388-E063-4804A8C0BD98}","1800000","2023-04-03 00:00","RG30 1HA","O","N","F","419A","","OXFORD ROAD","","READING","READING","READING","B","A"
"{06C9F487-FA7B-9388-E063-4804A8C0BD98}","295000","2023-09-01 00:00","RG30 2EY","T","N","F","4","","HAWLEY MEWS","","READING","READING","READING","B","A"
"{06C9F487-FA7C-9388-E063-4804A8C0BD98}","315000","2023-08-14 00:00","RG30 1AJ","T","N","F","14","","BATTLE PLACE","","READING","READING","READING","B","A"
"{06C9F487-FA7E-9388-E063-4804A8C0BD98}","415000","2023-07-07 00:00","RG30 1BF","T","N","F","5","","BATTLE SQUARE","","READING","READING","READING","B","A"
"{06C9F487-FAC4-9388-E063-4804A8C0BD98}","385000","2023-08-01 00:00","RG30 4LX","T","N","F","93","","ELVASTON WAY","TILEHURST","READING","READING","READING","B","A"
"{06C9F487-FAC6-9388-E063-4804A8C0BD98}","1800000","2023-04-03 00:00","RG30 1AD","D","N","F","322","","OXFORD ROAD","","READING","READING","READING","B","A"
"{06C9F487-FACA-9388-E063-4804A8C0BD98}","255000","2023-03-15 00:00","RG30 1BL","T","N","F","37","","SALISBURY ROAD","","READING","READING","READING","B","A"
"{0E082197-6273-5C09-E063-4704A8C0A10E}","390000","2023-10-05 00:00","RG30 2DH","S","N","F","16","","MALDON CLOSE","","READING","READING","READING","B","A"
"{0E082197-6295-5C09-E063-4704A8C0A10E}","337500","2023-12-15 00:00","RG30 1DD","T","N","F","20","","BERESFORD ROAD","","READING","READING","READING","B","A"
"{09266DDB-8427-AF90-E063-4704A8C02087}","270000","2023-08-04 00:00","RG30 2XE","T","N","F","63","","CRANBURY ROAD","","READING","READING","READING","A","A"
"{09266DDB-842F-AF90-E063-4704A8C02087}","237000","2023-06-07 00:00","RG30 2AQ","F","N","L","17","FLAT 3","SOUTHCOTE ROAD","","READING","READING","READING","A","A"
"{09266DDB-8439-AF90-E063-4704A8C02087}","365000","2023-08-25 00:00","RG30 4LH","S","N","F","7","","HARDWICK ROAD","TILEHURST","READING","READING","READING","A","A"
"{09266DDB-843B-AF90-E063-4704A8C02087}","335000","2023-08-31 00:00","RG30 4LS","T","N","F","39","","COMBE ROAD","TILEHURST","READING","READING","READING","A","A"
"{09266DDB-8448-AF90-E063-4704A8C02087}","358500","2023-08-10 00:00","RG30 2HX","T","N","F","104","","ELM PARK","","READING","READING","READING","A","A"
"{09266DDB-84C1-AF90-E063-4704A8C02087}","225000","2023-08-18 00:00","RG30 4ER","F","N","L","OSPREY HOUSE, 109","FLAT 6","TAY ROAD","TILEHURST","READING","READING","READING","A","A"
"{09266DDB-8450-AF90-E063-4704A8C02087}","195000","2023-04-27 00:00","RG30 1EN","F","N","L","1","","WINSLET PLACE","","READING","READING","READING","A","A"
